idade,recencia_dias,frequencia_compras,valor_total,ticket_medio,std_valor,dias_entre_compras,ticket_medio_rel,cliente_sem_compra,compras_beleza,compras_casa,compras_eletrônicos,compras_esportes,compras_moda,prop_compras_beleza,prop_compras_casa,prop_compras_eletrônicos,prop_compras_esportes,prop_compras_moda,genero_M,cidade_BSB,cidade_POA,cidade_RJ,cidade_SP,canal_aquisicao_Google,canal_aquisicao_Indicação,canal_aquisicao_Orgânico,metodo_preferido_Cartão,metodo_preferido_Pix
27,1798,8,1100.06,137.51,131.91,167,0.8003366826859912,0,1,1,3,0,3,0.125,0.125,0.375,0.0,0.375,False,False,False,True,False,True,False,False,False,True
32,1884,4,333.4,83.35,45.7,73,0.48511426443078587,0,1,0,1,1,1,0.25,0.0,0.25,0.25,0.25,True,False,True,False,False,False,False,True,True,False
27,1789,4,666.92,166.73,84.55,163,0.970403135075524,0,0,1,1,0,2,0.0,0.25,0.25,0.0,0.5,True,False,False,False,False,False,False,False,True,False
8,1760,4,335.7,83.92,34.79,201,0.4884317824958795,0,1,0,3,0,0,0.25,0.0,0.75,0.0,0.0,False,False,False,False,True,False,False,True,False,False
45,1749,9,1012.86,112.54,74.67,218,0.6550061106063665,0,4,0,0,1,4,0.4444444444444444,0.0,0.0,0.1111111111111111,0.4444444444444444,False,False,False,False,True,False,False,False,True,False
50,1795,4,405.64,101.41,59.12,156,0.590227205230066,0,0,1,0,0,3,0.0,0.25,0.0,0.0,0.75,True,False,False,False,True,False,False,True,False,False
42,1874,3,738.47,246.16,182.89,37,1.432702187549877,0,1,0,0,2,0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,False,True,False,False,False,True,False,False,True,False
21,1806,7,1242.56,177.51,116.67,157,1.0331449679557145,0,1,1,2,1,2,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,False,False,False,False,True,True,False,False,True,False
32,1584,7,939.4,134.2,105.68,347,0.7810717970799216,0,1,0,1,4,1,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,True,False,False,False,True,True,False,False,True,False
34,1926,3,736.04,245.35,200.44,24,1.4279878197731652,0,1,0,0,1,1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,True,False,True,False,False,False,True,False,True,False
42,1625,3,558.94,186.31,89.47,190,1.0843627907150537,0,0,0,0,1,2,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,False,False,False,True,False,False,False,False,True,False
43,1762,5,962.42,192.48,139.86,193,1.1202734687179083,0,0,1,1,1,2,0.0,0.2,0.2,0.2,0.4,False,False,False,False,True,False,False,False,True,False
26,1756,8,1287.75,160.97,90.98,191,0.936878741996684,0,1,0,4,2,1,0.125,0.0,0.5,0.25,0.125,False,False,False,False,True,False,False,True,True,False
35,1747,3,937.03,312.34,153.45,172,1.8178834955286343,0,0,0,2,0,1,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,True,True,False,False,False,True,False,False,False,False
40,1803,6,804.0,134.0,53.26,153,0.7799077556535731,0,2,1,1,1,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,True,False,False,False,False,False,False,True,False
52,1823,4,1423.75,355.94,184.45,101,2.0716445264726326,0,1,0,1,1,1,0.25,0.0,0.25,0.25,0.25,True,False,False,False,True,False,False,True,False,True
43,1827,9,1878.71,208.75,124.38,135,1.2149682387513685,0,1,2,0,3,3,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,True,False,False,True,False,False,False,False,True,False
44,1964,1,79.99,79.99,0.0,0,0.46555836846812915,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False,False
36,1897,4,597.29,149.32,93.95,48,0.869073328911877,0,0,0,0,1,3,0.0,0.0,0.0,0.25,0.75,True,False,False,False,False,False,False,False,True,False
51,1843,6,1238.35,206.39,137.73,110,1.2012325499204546,0,1,2,1,1,1,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,True,False,False,False,False,False,False,True,False
39,1764,8,952.03,119.0,89.92,193,0.6926046486774268,0,2,2,1,1,2,0.25,0.25,0.125,0.125,0.25,False,False,False,True,False,True,False,False,True,False
24,1647,5,633.2,126.64,55.91,314,0.7370710311639439,0,1,0,1,3,0,0.2,0.0,0.2,0.6,0.0,True,False,True,False,False,False,False,True,True,False
51,1893,1,225.66,225.66,0.0,0,1.3133879413491438,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,False,False,False,False,True,False,False,True,True,False
43,1617,9,1335.32,148.37,123.88,346,0.8635441321367211,0,2,1,4,1,1,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,True,False,False,False,True,False,False,True,True,False
29,1646,5,762.83,152.57,147.15,306,0.8879890020900421,0,0,0,1,3,1,0.0,0.0,0.2,0.6,0.2,False,False,False,False,False,False,False,False,False,False
29,1849,4,709.58,177.4,105.55,100,1.0325047451712228,0,0,1,2,0,1,0.0,0.25,0.5,0.0,0.25,False,False,False,True,False,False,False,True,True,False
38,1757,5,749.76,149.95,69.99,191,0.8727400594048751,0,1,1,0,1,2,0.2,0.2,0.0,0.2,0.4,False,True,False,False,False,False,False,False,True,False
40,1884,6,1063.38,177.23,135.29,77,1.0315153099588263,0,0,0,2,0,4,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,True,False,False,False,True,False,False,False,True,False
37,1754,7,979.79,139.97,114.05,208,0.8146543922300792,0,0,1,3,1,2,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,False,True,False,False,False,False,False,True,True,False
38,1849,8,1098.1,137.26,64.8,110,0.7988816309030554,0,2,3,0,1,2,0.25,0.375,0.0,0.125,0.25,True,False,False,False,True,True,False,False,True,False
55,1776,7,1944.98,277.85,257.38,187,1.6171445515548155,0,2,1,0,2,2,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,True,False,False,True,False,True,False,False,True,False
47,1629,10,1572.88,157.29,97.13,318,0.9154603797518693,0,1,1,4,1,3,0.1,0.1,0.4,0.1,0.3,True,False,False,False,True,False,False,False,True,False
37,1689,7,1454.78,207.83,87.43,224,1.209613648190165,0,2,0,2,1,2,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,True,False,False,True,False,False,False,True,False,False
46,1907,5,1021.75,204.35,69.53,41,1.189359327371699,0,1,0,1,1,2,0.2,0.0,0.2,0.2,0.4,True,False,False,False,False,False,False,False,True,False
22,1817,10,1758.03,175.8,115.46,139,1.023192413760434,0,4,1,3,0,2,0.4,0.1,0.3,0.0,0.2,True,False,False,False,True,False,False,False,True,False
39,1788,7,861.63,123.09,48.67,147,0.716409295846256,0,2,1,1,0,3,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,False,False,False,False,True,False,False,True,True,False
56,1703,4,966.19,241.55,187.49,251,1.4058710326725417,0,2,0,1,0,1,0.5,0.0,0.25,0.0,0.25,False,False,False,True,False,False,False,False,True,False
32,1509,6,1343.22,223.87,127.3,438,1.3029697705833239,0,1,2,0,1,2,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,True,True,False,False,False,True,False,False,True,False
24,1722,16,2370.59,148.16,90.72,235,0.862321888639055,0,2,4,2,2,6,0.125,0.25,0.125,0.125,0.375,True,False,False,False,True,False,True,False,False,True
27,1893,8,1824.06,228.01,140.82,55,1.3270654281087402,0,1,0,4,2,1,0.125,0.0,0.5,0.25,0.125,True,False,False,False,True,False,False,True,True,False
21,1688,13,1500.08,115.39,73.52,258,0.6715937009318342,0,4,0,2,3,4,0.3076923076923077,0.0,0.15384615384615385,0.23076923076923078,0.3076923076923077,True,False,False,False,True,True,False,False,True,False
25,1806,7,990.03,141.43,92.5,154,0.8231518946424241,0,3,2,1,0,1,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,True,False,True,False,False,False,True,False,True,False
30,1444,9,1483.61,164.85,122.22,501,0.9594611456678471,0,0,2,1,2,4,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,False,False,False,False,True,True,False,False,True,False
18,1672,10,1607.27,160.73,120.99,287,0.9354818922850655,0,3,0,2,1,4,0.3,0.0,0.2,0.1,0.4,False,False,False,False,True,False,True,False,True,False
35,1784,5,1322.89,264.58,224.65,153,1.5399104029165847,0,0,2,1,0,2,0.0,0.4,0.2,0.0,0.4,True,False,False,False,False,True,False,False,True,False
45,1680,8,1820.4,227.55,236.35,267,1.3243881328281384,0,0,2,1,3,2,0.0,0.25,0.125,0.375,0.25,True,False,False,True,False,False,False,False,True,False
24,1749,15,2299.66,153.31,142.53,208,0.8922959553675319,0,3,1,2,1,8,0.2,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.5333333333333333,False,False,False,False,True,False,False,False,True,False
53,1709,2,608.88,304.44,177.94,91,1.771903859187864,0,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,True,False,True,False,False,False,False,True,True,False
41,1760,5,1246.54,249.31,161.16,170,1.451035840014868,0,0,2,1,1,1,0.0,0.4,0.2,0.2,0.2,True,False,False,True,False,False,False,True,True,False
47,1761,6,1059.73,176.62,184.79,199,1.0279649836084632,0,0,1,4,0,1,0.0,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,True,False,False,True,False,False,False,True,True,False
27,1750,7,1545.31,220.76,74.25,207,1.2848689264036028,0,1,0,1,3,2,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,False,False,False,False,True,False,True,False,True,False
45,1947,3,519.75,173.25,130.9,4,1.008350885574489,0,0,0,2,0,1,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,False,True,False,False,False,True,False,False,False,False
21,1631,14,2098.26,149.88,93.86,329,0.8723326449056531,0,2,2,4,0,6,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,True,False,False,False,True,True,False,False,True,False
45,1805,7,1507.15,215.31,116.31,149,1.253148797535603,0,2,3,0,1,1,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,False,False,False,False,True,False,False,True,True,False
37,1714,13,2583.79,198.75,137.69,239,1.1567661674339376,0,2,2,2,3,4,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.3076923076923077,False,False,False,False,True,False,True,False,True,False
41,1706,6,1185.23,197.54,135.36,216,1.1497237168045285,0,2,0,2,2,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,True,False,False,False,False,False,False,True,True,False
20,1680,11,1440.45,130.95,89.03,240,0.7621561239017566,0,2,2,4,0,3,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0,0.2727272727272727,False,False,False,True,False,True,False,False,True,False
24,1771,11,2000.3,181.85,107.98,177,1.0584046669074796,0,1,4,2,3,1,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.09090909090909091,False,False,False,True,False,True,False,False,True,False
42,1581,10,1975.01,197.5,110.3,358,1.1494909085192588,0,3,2,1,2,2,0.3,0.2,0.1,0.2,0.2,False,False,False,False,True,False,False,False,True,False
23,1805,8,1026.69,128.34,39.87,146,0.7469653832879072,0,0,3,2,0,3,0.0,0.375,0.25,0.0,0.375,False,False,False,True,False,False,False,False,True,False
40,1869,2,151.04,75.52,14.3,31,0.43954204258923757,0,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,False,False,False,False,False,True,False,False,False,True
18,1656,12,1142.08,95.17,69.78,298,0.5539091127279892,0,1,2,4,0,5,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.4166666666666667,False,False,False,False,True,False,False,False,True,False
45,1327,3,515.0,171.67,67.2,500,0.9991549583063348,0,2,0,0,0,1,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,True,True,False,False,False,False,True,False,True,False
20,1708,11,2644.79,240.44,101.83,247,1.3994106027563067,0,2,1,1,2,5,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.45454545454545453,True,False,False,False,True,False,False,False,False,False
41,1580,7,995.2,142.17,101.36,376,0.827458847919914,0,3,2,1,0,1,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,True,False,False,False,False,True,False,False,True,False
42,1710,10,2025.71,202.57,118.95,234,1.178999358677196,0,1,5,0,1,3,0.1,0.5,0.0,0.1,0.3,False,False,False,False,True,False,False,True,True,False
26,1655,8,1305.58,163.2,96.9,273,0.9498578039004709,0,0,2,2,1,3,0.0,0.25,0.25,0.125,0.375,True,False,False,True,False,False,False,False,True,False
41,1817,6,1306.32,217.72,190.68,99,1.267175496723104,0,1,1,0,1,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,False,False,True,False,False,False,True,False,False,False
38,1776,6,773.17,128.86,112.5,181,0.7499918909964136,0,1,0,3,1,1,0.16666666666666666,0.0,0.5,0.16666666666666666,0.16666666666666666,False,False,True,False,False,False,False,False,False,False
28,1954,1,94.08,94.08,0.0,0,0.5475650869543892,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False,True,False,True
22,1849,7,1098.35,156.91,87.06,78,0.913248701041807,0,0,5,1,0,1,0.0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,False,False,False,True,False,False,True,False,True,False
11,1753,11,1440.89,130.99,112.27,203,0.7623889321870264,0,1,3,0,1,6,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.5454545454545454,True,False,False,False,True,False,False,True,True,False
39,1859,7,1612.42,230.35,101.12,85,1.340684712797019,0,1,2,3,0,1,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,False,True,False,False,False,False,True,False,True,False
16,1846,10,1660.74,166.07,109.51,109,0.9665617983685736,0,2,0,5,0,3,0.2,0.0,0.5,0.0,0.3,True,False,False,True,False,True,False,False,True,False
36,1740,4,584.56,146.14,152.86,186,0.8505650702329339,0,0,0,2,2,0,0.0,0.0,0.5,0.5,0.0,True,False,False,False,True,False,False,False,True,False
31,1667,14,1823.77,130.27,75.56,286,0.7581983830521714,0,1,3,3,3,4,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,True,False,False,False,True,False,True,False,True,False
43,1668,9,2456.28,272.92,154.73,283,1.588450930395322,0,0,3,4,1,1,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.1111111111111111,True,False,True,False,False,False,True,False,True,False
31,1781,9,1397.6,155.29,87.85,159,0.9038199654883832,0,1,2,0,1,5,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.5555555555555556,False,False,False,True,False,False,True,False,True,False
31,1726,7,1567.26,223.89,131.76,227,1.3030861747259586,0,2,1,0,1,3,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,True,False,False,False,True,True,False,False,False,False
43,1641,9,2050.05,227.78,129.76,309,1.3257267804684394,0,0,3,0,4,2,0.0,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,False,False,False,False,True,False,True,False,False,False
39,1408,13,2096.45,161.27,68.69,544,0.938624804136207,0,3,5,1,1,3,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.23076923076923078,True,False,False,False,True,False,False,True,True,False
38,1863,10,2259.1,225.91,96.59,85,1.3148429931320798,0,2,3,4,0,1,0.2,0.3,0.4,0.0,0.1,True,False,False,True,False,False,True,False,True,False
40,1724,7,1741.7,248.81,200.96,222,1.4481257364489963,0,1,1,3,0,2,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,True,False,True,False,False,False,False,False,True,False
16,1522,8,947.37,118.42,160.05,426,0.6892289285410158,0,2,1,4,0,1,0.25,0.125,0.5,0.0,0.125,False,True,False,False,False,False,False,True,True,False
44,1611,6,739.17,123.2,89.82,341,0.7170495186307477,0,0,1,3,1,1,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,True,False,False,True,False,False,False,False,True,False
42,1768,5,1332.69,266.54,171.89,184,1.5513180088948013,0,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,True,True,False,False,False,True,False,False,True,False
22,1730,11,1915.59,174.14,103.58,219,1.0135308699217402,0,2,1,4,1,3,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.2727272727272727,False,False,False,True,False,False,False,True,True,False
32,1804,4,464.03,116.01,89.5,118,0.675202229353515,0,1,0,0,2,1,0.25,0.0,0.0,0.5,0.25,True,False,False,False,True,True,False,False,True,False
34,1777,4,342.52,85.63,43.22,177,0.4983843366911601,0,0,2,1,0,1,0.0,0.5,0.25,0.0,0.25,False,False,True,False,False,False,False,True,True,False
33,1773,9,1736.71,192.97,94.46,179,1.1231253702124626,0,5,1,1,0,2,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,True,False,False,False,True,True,False,False,True,False
39,1851,6,1234.39,205.73,97.21,103,1.1973912132135043,0,0,3,2,0,1,0.0,0.5,0.3333333333333333,0.0,0.16666666666666666,True,False,False,False,True,True,False,False,True,False
52,1821,4,864.03,216.01,231.41,132,1.2572229425278232,0,1,0,2,0,1,0.25,0.0,0.5,0.0,0.25,True,False,True,False,False,True,False,False,True,False
47,1761,12,2615.13,217.93,155.14,181,1.26839774022077,0,1,3,2,1,5,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.4166666666666667,False,False,False,False,True,False,False,False,True,False
19,1864,9,1318.88,146.54,121.65,90,0.8528931530856312,0,1,2,3,1,2,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,True,False,False,False,False,True,False,False,True,False
42,1769,7,1062.46,151.78,155.83,185,0.883391038455965,0,2,1,1,1,2,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,True,False,True,False,False,True,False,False,True,False
50,1630,8,1735.8,216.98,166.89,317,1.262868543445614,0,1,3,1,1,2,0.125,0.375,0.125,0.125,0.25,True,False,False,True,False,False,False,True,True,False
39,1923,1,63.4,63.4,0.0,0,0.3690011321525114,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,True,False,False,True,True,False
48,1656,3,512.95,170.98,63.75,275,0.9951390153854321,0,0,1,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,False,False,False,False,True,False,False,True,True,False
59,1843,4,548.46,137.12,62.42,92,0.7980668019046114,0,0,3,0,1,0,0.0,0.75,0.0,0.25,0.0,False,False,False,False,True,False,False,True,True,False
47,1727,8,1940.2,242.52,151.58,214,1.4115166335903324,0,0,1,2,3,2,0.0,0.125,0.25,0.375,0.25,False,False,False,True,False,False,False,False,True,False
37,1710,2,165.48,82.74,13.51,198,0.4815639380804226,0,0,0,1,1,0,0.0,0.0,0.5,0.5,0.0,False,False,False,False,False,False,False,True,True,False
47,1454,10,3013.88,301.39,129.33,491,1.7541522274360475,0,3,0,2,1,4,0.3,0.0,0.2,0.1,0.4,False,False,False,True,False,False,True,False,True,False
36,1813,2,234.08,117.04,3.49,139,0.6811970426992103,0,0,0,0,1,1,0.0,0.0,0.0,0.5,0.5,True,False,False,True,False,False,False,False,True,False
35,1684,6,666.67,111.11,25.89,247,0.6466832144079738,0,1,1,0,3,1,0.16666666666666666,0.16666666666666666,0.0,0.5,0.16666666666666666,True,False,False,True,False,False,False,True,True,False
30,1779,4,774.66,193.66,108.44,138,1.1271413131333652,0,1,2,0,0,1,0.25,0.5,0.0,0.0,0.25,True,False,False,True,False,True,False,False,True,False
53,1923,3,479.31,159.77,61.46,17,0.9298944934385923,0,1,0,0,1,1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,True,True,False,False,False,False,False,True,True,False
25,1753,4,577.15,144.29,63.05,172,0.8397976870392093,0,1,0,0,1,2,0.25,0.0,0.0,0.25,0.5,True,False,False,False,True,False,False,False,True,False
53,1799,5,705.95,141.19,137.38,139,0.8217550449308058,0,1,0,1,2,1,0.2,0.0,0.2,0.4,0.2,False,True,False,False,False,True,False,False,True,False
40,1655,6,701.03,116.84,77.94,287,0.6800330012728617,0,0,2,0,1,3,0.0,0.3333333333333333,0.0,0.16666666666666666,0.5,False,False,False,True,False,True,False,False,True,False
18,1708,8,1422.71,177.84,147.5,210,1.0350656363091897,0,2,2,2,0,2,0.25,0.25,0.25,0.0,0.25,False,False,False,False,True,True,False,False,False,True
39,1708,8,1277.58,159.7,119.24,229,0.9294870789393702,0,2,1,1,3,1,0.25,0.125,0.125,0.375,0.125,True,False,False,False,True,False,False,True,True,False
9,1763,12,1630.52,135.88,92.02,180,0.7908497450612499,0,0,2,4,3,3,0.0,0.16666666666666666,0.3333333333333333,0.25,0.25,False,False,False,False,True,False,False,True,True,False
42,1850,4,1277.46,319.36,204.87,68,1.8587413495934708,0,1,0,0,0,3,0.25,0.0,0.0,0.0,0.75,True,False,False,True,False,False,False,False,True,False
45,1713,6,1405.22,234.2,225.54,233,1.3630925102542297,0,0,3,1,1,1,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,False,False,False,False,True,True,False,False,True,False
27,1719,4,972.57,243.14,271.05,208,1.4151251620120129,0,0,1,1,0,2,0.0,0.25,0.25,0.0,0.5,True,False,True,False,False,True,False,False,True,False
36,1796,2,120.83,60.42,41.49,154,0.351656914899917,0,0,1,0,1,0,0.0,0.5,0.0,0.5,0.0,False,False,False,True,False,False,False,True,True,False
58,1936,3,994.39,331.46,247.94,10,1.929165855887562,0,0,0,1,0,2,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,True,False,True,False,False,True,False,False,True,False
28,1657,6,1264.08,210.68,73.82,291,1.2262012385156327,0,1,2,1,0,2,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,False,False,False,False,True,False,False,True,True,False
22,1688,16,2901.38,181.34,137.44,247,1.0554363612702906,0,2,2,5,1,6,0.125,0.125,0.3125,0.0625,0.375,True,False,False,False,True,False,True,False,True,False
52,1899,4,1467.23,366.81,239.7,49,2.13491017799468,0,1,1,1,0,1,0.25,0.25,0.25,0.0,0.25,False,False,False,False,True,False,False,True,True,False
58,1607,9,1745.22,193.91,114.02,336,1.128596364916301,0,1,2,1,0,5,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,True,False,False,False,True,False,True,False,True,False
35,1706,10,2892.93,289.29,185.15,234,1.6837277211419563,0,2,0,3,1,4,0.2,0.0,0.3,0.1,0.4,True,True,False,False,False,False,True,False,True,False
47,1842,6,1259.46,209.91,100.22,68,1.2217196790241904,0,1,1,4,0,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,True,False,False,False,True,False,True,False,True,False
51,1945,1,185.8,185.8,0.0,0,1.0813944850778647,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,True,False,False,True,False,False,False,True,False,False
26,1773,6,1148.96,191.49,119.88,155,1.1145114636574829,0,1,2,0,1,2,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,False,False,False,False,True,False,False,True,True,False
29,1379,6,798.31,133.05,59.73,520,0.7743785588784171,0,0,2,2,0,2,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,False,False,True,False,False,True,False,True,False
49,1763,9,2012.56,223.62,168.94,183,1.3015147188003882,0,2,3,2,1,1,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,False,True,False,False,False,False,True,False,True,False
55,1872,3,1054.14,351.38,28.39,44,2.045104381951884,0,0,0,3,0,0,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False,True,True,False
41,1883,3,552.09,184.03,129.82,46,1.0710927184546795,0,0,0,1,1,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,False,True,True,False
24,1705,13,2166.58,166.66,117.23,243,0.9699957205763021,0,3,2,3,1,4,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.3076923076923077,True,False,False,False,True,False,True,False,True,False
58,1626,4,539.98,135.0,100.61,310,0.7857279627853161,0,0,1,0,1,2,0.0,0.25,0.0,0.25,0.5,False,False,True,False,False,True,False,False,True,False
28,1845,6,649.42,108.24,77.29,102,0.6299792199398712,0,0,0,2,0,4,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,True,False,False,False,False,True,False,False,False,False
30,1703,6,1106.44,184.41,111.83,203,1.0733043971647418,0,2,1,1,0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,False,False,False,True,False,False,False,True,False,False
39,1602,9,1402.48,155.83,99.03,342,0.9069628773395246,0,2,3,0,0,4,0.2222222222222222,0.3333333333333333,0.0,0.0,0.4444444444444444,True,False,False,True,False,True,False,False,True,False
53,1775,4,713.15,178.29,125.27,164,1.0376847295184741,0,0,0,2,1,1,0.0,0.0,0.5,0.25,0.25,True,False,True,False,False,True,False,False,True,False
45,1786,5,1144.5,228.9,214.57,148,1.3322454124559915,0,1,1,1,0,2,0.2,0.2,0.2,0.0,0.4,False,False,False,True,False,True,False,False,True,False
39,1730,4,427.57,106.89,73.59,192,0.6221219403120181,0,1,0,0,1,2,0.25,0.0,0.0,0.25,0.5,False,False,False,False,False,False,True,False,True,False
40,1789,10,2208.07,220.81,243.89,152,1.28515993676019,0,1,3,2,4,0,0.1,0.3,0.2,0.4,0.0,False,False,False,True,False,False,True,False,True,False
35,1702,12,1032.4,86.03,58.4,242,0.5007124195438574,0,2,0,5,3,2,0.16666666666666666,0.0,0.4166666666666667,0.25,0.16666666666666666,True,False,False,False,True,True,False,False,True,False
41,1669,9,1443.85,160.43,64.03,268,0.9337358301455427,0,1,1,2,1,4,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.4444444444444444,True,False,False,False,False,True,False,False,True,False
4,1671,11,1731.35,157.4,116.82,274,0.9161006025363612,0,3,1,4,1,2,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.18181818181818182,True,False,False,True,False,False,False,True,False,True
31,1759,8,857.43,107.18,70.69,177,0.6238098003802236,0,2,0,1,0,5,0.25,0.0,0.125,0.0,0.625,False,False,False,True,False,False,False,True,True,False
37,1730,4,710.56,177.64,68.78,181,1.033901594882841,0,1,0,0,2,1,0.25,0.0,0.0,0.5,0.25,True,False,False,True,False,True,False,False,False,False
21,1678,8,959.97,120.0,50.95,268,0.6984248558091699,0,1,1,2,1,3,0.125,0.125,0.25,0.125,0.375,False,False,False,False,True,True,False,False,True,False
39,1658,3,732.93,244.31,82.97,274,1.4219348043561524,0,0,1,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,True,False,False,False,False,False,True,False,True,False
32,1778,8,1353.06,169.13,103.57,168,0.9843716321917074,0,3,2,1,2,0,0.375,0.25,0.125,0.25,0.0,False,False,True,False,False,False,False,True,False,True
56,1791,4,476.56,119.14,32.08,136,0.6934194776758709,0,1,0,3,0,0,0.25,0.0,0.75,0.0,0.0,True,True,False,False,False,False,False,True,False,False
53,1650,5,721.97,144.39,82.6,285,0.8403797077523836,0,1,2,0,1,1,0.2,0.4,0.0,0.2,0.2,True,False,False,False,True,False,False,True,True,False
29,1744,6,740.68,123.45,109.25,185,0.7185045704136835,0,0,2,0,1,3,0.0,0.3333333333333333,0.0,0.16666666666666666,0.5,False,False,False,True,False,False,False,True,True,False
33,1879,4,887.11,221.78,109.87,63,1.2908055376779808,0,1,0,0,1,2,0.25,0.0,0.0,0.25,0.5,True,True,False,False,False,True,False,False,False,False
