id_cliente,idade,genero,cidade,canal_aquisicao,churn,recencia_dias,frequencia_compras,valor_total,ticket_medio,std_valor,cliente_sem_compra,compras_beleza,compras_casa,compras_eletrônicos,compras_esportes,compras_moda,metodo_preferido,dias_entre_compras,prop_compras_beleza,prop_compras_casa,prop_compras_eletrônicos,prop_compras_esportes,prop_compras_moda,ticket_medio_rel,score_churn,segmento
1923,22,M,BH,Google,0,1964,12,1655.0,137.92,91.58,0,3,1,0,2,6,Cartão,101,0.25,0.0833333333333333,0.0,0.1666666666666666,0.5,0.8027229676100058,0.10044501039297153,Muito Baixo
1924,37,F,SP,Orgânico,0,1840,8,1056.34,132.04,86.24,0,2,0,1,1,4,Cartão,224,0.25,0.0,0.125,0.125,0.5,0.7685001496753565,0.33480559179514874,Baixo
1925,59,F,SP,Facebook,0,1913,9,1912.3,212.48,107.29,0,1,4,1,2,1,Cartão,145,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.1111111111111111,1.23667761135277,0.1334063199303982,Muito Baixo
1926,23,M,SP,Orgânico,0,1883,11,2612.4,237.49,98.81,0,1,2,3,1,4,Cartão,183,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.3636363636363636,1.3822409917176646,0.07081738853208519,Muito Baixo
1927,4,M,SP,Orgânico,0,1707,11,1359.43,123.58,76.84,0,0,1,4,2,4,Pix,354,0.0,0.0909090909090909,0.3636363636363636,0.1818181818181818,0.3636363636363636,0.7192611973408101,0.07486978816390577,Muito Baixo
1928,31,F,RJ,Facebook,0,1721,12,1986.89,165.57,118.81,0,2,3,4,0,3,Cartão,341,0.1666666666666666,0.25,0.3333333333333333,0.0,0.25,0.963651694802702,0.1308650317671904,Muito Baixo
1929,48,M,POA,Google,0,1800,4,358.49,89.62,36.59,0,2,0,0,1,1,Cartão,239,0.5,0.0,0.0,0.25,0.25,0.5216069631468151,0.3950485179487743,Baixo
1930,58,M,RJ,Google,0,1962,6,1273.75,212.29,140.42,0,0,2,3,0,1,Cartão,100,0.0,0.3333333333333333,0.5,0.0,0.1666666666666666,1.2355717719977388,0.4536948275570914,Médio
1931,20,F,BH,Orgânico,0,1690,5,844.47,168.89,136.92,0,0,1,0,0,4,Cartão,371,0.0,0.2,0.0,0.0,0.8,0.9829747824800892,0.2603310182532824,Baixo
1932,40,M,RJ,Google,0,1747,9,1346.38,149.6,66.41,0,2,3,0,2,2,Cartão,309,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.870702986908765,0.16240381805583196,Muito Baixo
1933,29,F,SP,Google,0,1699,10,1694.35,169.44,136.27,0,4,1,1,4,0,Cartão,366,0.4,0.1,0.1,0.4,0.0,0.986175896402548,0.11456959156786523,Muito Baixo
1934,33,F,SP,Google,0,1608,10,1446.23,144.62,95.02,0,1,3,4,1,1,Cartão,450,0.1,0.3,0.4,0.1,0.1,0.8417183553926846,0.07542041205396234,Muito Baixo
1935,66,F,RJ,Facebook,1,1923,2,650.49,325.24,11.73,0,0,1,0,1,0,Boleto,101,0.0,0.5,0.0,0.5,0.0,1.89296416752812,0.7353990000820865,Alto
1936,16,M,BH,Google,0,1728,15,2089.58,139.31,101.03,0,4,4,1,3,3,Cartão,321,0.2666666666666666,0.2666666666666666,0.0666666666666666,0.2,0.2,0.8108130555231288,0.07394311812520724,Muito Baixo
1937,38,M,POA,Orgânico,0,1827,7,714.91,102.13,102.35,0,3,0,3,0,1,Pix,230,0.4285714285714285,0.0,0.4285714285714285,0.0,0.1428571428571428,0.594417754364921,0.41215356150045407,Médio
1938,40,F,SP,Orgânico,0,1756,8,1408.4,176.05,222.92,0,1,2,2,1,2,Cartão,303,0.125,0.25,0.25,0.125,0.25,1.0246474655433695,0.23796052133571,Baixo
1939,48,F,BSB,Facebook,0,1801,5,721.36,144.27,107.41,0,1,1,0,0,3,Pix,254,0.2,0.2,0.0,0.0,0.6,0.8396812828965745,0.45896865343330207,Médio
1940,36,M,SP,Indicação,0,1907,4,702.22,175.56,131.84,0,0,0,0,2,2,Cartão,101,0.0,0.0,0.0,0.5,0.5,1.0217955640488154,0.08635946454985274,Muito Baixo
1941,38,F,RJ,Indicação,0,1974,5,1261.24,252.25,177.37,0,1,2,0,0,2,Cartão,84,0.2,0.4,0.0,0.0,0.4,1.4681472489821925,0.15430622450835232,Muito Baixo
1942,30,M,RJ,Orgânico,0,1814,9,1328.4,147.6,133.54,0,0,2,2,2,3,Boleto,242,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.8590625726452789,0.12174264606561129,Muito Baixo
1943,38,M,SP,Indicação,0,1931,7,947.6,135.37,66.19,0,1,1,2,1,2,Cartão,126,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.7878814394240611,0.10728693387465607,Muito Baixo
1944,30,M,SP,Indicação,0,1797,6,883.09,147.18,166.52,0,1,2,0,0,3,Cartão,266,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.8566180856499469,0.08138320515526704,Muito Baixo
1945,42,M,SP,Indicação,0,1707,12,2259.85,188.32,135.48,0,1,4,2,1,4,Cartão,350,0.0833333333333333,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.3333333333333333,1.096061407049857,0.0239313956422799,Muito Baixo
1946,30,M,SP,Orgânico,0,1824,4,502.63,125.66,97.73,0,2,1,0,1,0,Cartão,226,0.5,0.25,0.0,0.25,0.0,0.7313672281748357,0.22136503767338772,Baixo
1947,39,M,BH,Facebook,0,1825,3,1064.52,354.84,336.2,0,0,1,1,1,0,Cartão,212,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2.065242298627715,0.3711085601719146,Baixo
1948,34,F,SP,Facebook,0,1802,8,1308.87,163.61,71.77,0,1,1,1,2,3,Cartão,237,0.125,0.125,0.125,0.25,0.375,0.9522440888244856,0.3907226092705764,Baixo
1949,48,F,RJ,Google,0,1960,9,1904.22,211.58,216.48,0,3,1,1,2,2,Cartão,97,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,1.231439424934201,0.12018755418326194,Muito Baixo
1950,34,M,SP,Indicação,0,1796,9,998.26,110.92,89.3,0,2,1,2,1,3,Cartão,262,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.6455773750529427,0.08318008447740681,Muito Baixo
1951,13,M,BH,Facebook,1,1949,2,320.12,160.06,11.55,0,1,0,0,0,1,Cartão,89,0.5,0.0,0.0,0.0,0.5,0.9315823535067976,0.7046958904216029,Alto
1952,50,F,BH,Indicação,0,1894,6,1166.3,194.38,98.87,0,1,0,1,2,2,Cartão,161,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,1.1313318622682202,0.222543624232569,Baixo
1953,24,F,BH,Facebook,0,1858,11,1229.26,111.75,50.09,0,4,4,1,0,2,Cartão,205,0.3636363636363636,0.3636363636363636,0.0909090909090909,0.0,0.1818181818181818,0.6504081469722894,0.3044307901370542,Baixo
1954,27,F,RJ,Orgânico,0,1895,9,1385.69,153.97,126.22,0,3,3,2,0,1,Cartão,165,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.8961372920744823,0.13643385989564477,Muito Baixo
1955,27,F,SP,Google,0,1556,10,1233.47,123.35,89.37,0,0,1,3,2,4,Cartão,495,0.0,0.1,0.3,0.2,0.4,0.7179225497005092,0.10267226191179941,Muito Baixo
1956,51,F,BSB,Indicação,0,1660,6,1484.86,247.48,200.8,0,0,0,5,0,1,Cartão,398,0.0,0.0,0.8333333333333334,0.0,0.1666666666666666,1.440384860963778,0.29397509310491,Baixo
1957,9,F,SP,Indicação,0,1970,11,1497.7,136.15,88.7,0,1,1,3,4,2,Cartão,86,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.3636363636363636,0.1818181818181818,0.7924212009868207,0.08946022253220395,Muito Baixo
1958,72,F,SP,Facebook,0,1968,4,351.28,87.82,52.29,0,1,1,1,0,1,Cartão,89,0.25,0.25,0.25,0.0,0.25,0.5111305903096774,0.38254048952739744,Baixo
1959,47,F,SP,Facebook,1,1953,3,574.82,191.61,109.34,0,0,2,0,1,0,Cartão,79,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.1152098885132922,0.5973151870821658,Médio
1960,37,M,RJ,Orgânico,0,1838,11,1496.22,136.02,90.28,0,1,3,3,0,4,Cartão,214,0.0909090909090909,0.2727272727272727,0.2727272727272727,0.0,0.3636363636363636,0.7916645740596941,0.14702384581500075,Muito Baixo
1961,34,F,RJ,Google,0,1932,3,617.03,205.68,195.69,0,0,0,0,1,2,Cartão,108,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.197100202856917,0.3715304106027877,Baixo
1962,38,M,RJ,Orgânico,0,1848,4,503.23,125.81,66.63,0,1,1,1,1,0,Cartão,165,0.25,0.25,0.25,0.25,0.0,0.7322402592445972,0.3479675869652764,Baixo
1963,41,F,RJ,Orgânico,1,1870,4,738.64,184.66,51.3,0,1,0,0,2,1,Pix,130,0.25,0.0,0.0,0.5,0.25,1.0747594489476775,0.46454583020006185,Médio
1964,42,F,SP,Indicação,0,1876,7,993.29,141.9,123.57,0,1,1,1,2,2,Cartão,157,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.8258873919943434,0.07482880709906925,Muito Baixo
1965,41,F,POA,Orgânico,0,1990,5,583.61,116.72,77.16,0,1,0,2,0,2,Boleto,41,0.2,0.0,0.4,0.0,0.4,0.6793345764170525,0.4099621315057491,Médio
1966,36,F,RJ,Indicação,1,1694,9,2054.67,228.3,79.96,0,1,0,2,2,4,Cartão,363,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,1.3287532881769455,0.06747592189995809,Muito Baixo
1967,32,F,RJ,Indicação,0,1979,3,468.09,156.03,39.01,0,0,1,2,0,0,Cartão,55,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.9081269187658731,0.1996020866499736,Muito Baixo
1968,33,M,RJ,Orgânico,1,1961,4,904.19,226.05,143.79,0,1,0,1,1,1,Cartão,54,0.25,0.0,0.25,0.25,0.25,1.3156578221305235,0.5747269040039529,Médio
1969,32,F,SP,Google,0,1741,8,1396.56,174.57,120.11,0,0,2,1,1,4,Cartão,309,0.0,0.25,0.125,0.125,0.5,1.0160335589883898,0.3825501709452552,Baixo
1970,48,M,SP,Google,0,1714,4,1131.99,283.0,97.78,0,2,0,0,0,2,Cartão,344,0.5,0.0,0.0,0.0,0.5,1.6471186182832922,0.34163030317383597,Baixo
1971,42,M,RJ,Google,0,1609,13,2563.09,197.16,119.45,0,2,4,1,0,6,Boleto,440,0.1538461538461538,0.3076923076923077,0.0769230769230769,0.0,0.4615384615384615,1.147512038094466,0.1694310659977862,Muito Baixo
1972,0,F,SP,Indicação,0,1727,9,1395.25,155.03,84.18,0,1,1,1,3,3,Cartão,332,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.90230671163413,0.0563741346945681,Muito Baixo
1973,42,M,SP,Google,0,1734,8,1398.96,174.87,103.51,0,1,1,2,2,2,Cartão,326,0.125,0.125,0.25,0.25,0.25,1.0177796211279129,0.29828881279507313,Baixo
1974,37,F,BSB,Orgânico,1,1894,5,890.89,178.18,95.21,0,0,1,2,0,2,Cartão,163,0.0,0.2,0.4,0.0,0.4,1.0370445067339824,0.5590972133116069,Médio
1975,34,F,RJ,Facebook,1,1847,8,1251.71,156.46,91.3,0,1,3,3,0,1,Cartão,202,0.125,0.375,0.375,0.0,0.125,0.9106296078325228,0.5858128724652477,Médio
1976,30,F,RJ,Orgânico,0,1844,7,690.09,98.58,87.3,0,1,1,2,1,2,Cartão,193,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.5737560190472331,0.4006848637062349,Médio
1977,48,M,RJ,Google,1,1955,7,1070.16,152.88,84.71,0,3,1,1,1,1,Cartão,102,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.8897932663008824,0.5922384229308885,Médio
1978,46,F,POA,Facebook,1,1692,4,455.64,113.91,60.63,0,1,2,1,0,0,Cartão,319,0.25,0.5,0.25,0.0,0.0,0.6629797943768545,0.6351825916322276,Alto
1979,25,M,SP,Google,0,1745,12,1693.57,141.13,102.88,0,1,2,4,2,3,Cartão,309,0.0833333333333333,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.25,0.8214058325029012,0.12785244015990677,Muito Baixo
1980,39,F,BSB,Google,1,1791,8,1042.06,130.26,106.26,0,2,1,3,0,2,Cartão,260,0.25,0.125,0.375,0.0,0.25,0.7581401809808539,0.668665416116023,Alto
1981,23,F,RJ,Facebook,0,1915,6,508.58,84.76,48.19,0,0,0,3,0,3,Cartão,142,0.0,0.0,0.5,0.0,0.5,0.4933207564865436,0.3878925204702977,Baixo
1982,18,M,SP,Orgânico,0,1944,12,2256.84,188.07,104.34,0,1,5,3,1,2,Cartão,114,0.0833333333333333,0.4166666666666667,0.25,0.0833333333333333,0.1666666666666666,1.0946063552669214,0.10675831017360737,Muito Baixo
1983,27,M,SP,Facebook,1,1866,8,1780.69,222.59,160.84,0,3,1,2,1,1,Cartão,190,0.375,0.125,0.25,0.125,0.125,1.2955199054546926,0.5770679264472715,Médio
1984,45,M,RJ,Indicação,0,1817,6,1322.76,220.46,86.63,0,0,1,1,2,2,Cartão,238,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,1.28312286426408,0.1911858616479414,Muito Baixo
1985,46,M,RJ,Facebook,0,1757,7,1874.9,267.84,211.5,0,0,1,2,3,1,Boleto,299,0.0,0.1428571428571428,0.2857142857142857,0.4285714285714285,0.1428571428571428,1.558884278166067,0.3142399155047866,Baixo
1986,41,M,SP,Google,0,1860,11,3049.7,277.25,189.41,0,1,2,1,3,4,Cartão,195,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.2727272727272727,0.3636363636363636,1.6136524272757695,0.0894015941837233,Muito Baixo
1987,43,M,RJ,Indicação,0,1847,7,1592.36,227.48,114.9,0,0,2,4,0,1,Cartão,211,0.0,0.2857142857142857,0.5714285714285714,0.0,0.1428571428571428,1.3239807183289165,0.2510213114988471,Baixo
1988,41,F,RJ,Google,0,1918,6,1796.11,299.35,261.15,0,1,1,1,0,3,Cartão,140,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.5,1.7422790048872918,0.38818036311011644,Baixo
1989,27,M,RJ,Orgânico,0,1874,6,1286.55,214.42,134.65,0,1,1,0,0,4,Boleto,172,0.1666666666666666,0.1666666666666666,0.0,0.0,0.6666666666666666,1.2479688131883515,0.44603562180795214,Médio
1990,40,F,BSB,Orgânico,0,1987,5,1554.2,310.84,135.11,0,0,0,0,3,2,Cartão,66,0.0,0.0,0.0,0.6,0.4,1.80915318483102,0.42272380212040483,Médio
1991,44,F,BSB,Facebook,1,1893,1,189.96,189.96,0.0,0,0,0,0,0,1,Cartão,0,0.0,0.0,0.0,0.0,1.0,1.105606546745916,0.8499544576784321,Crítico
1992,44,F,RJ,Indicação,1,1833,5,1253.98,250.8,84.98,0,1,1,1,0,2,Cartão,214,0.2,0.2,0.2,0.0,0.4,1.459707948641165,0.48279689171842827,Médio
1993,49,F,POA,Google,0,1842,5,738.92,147.78,86.13,0,1,1,2,0,1,Cartão,212,0.2,0.2,0.4,0.0,0.2,0.8601102099289927,0.46424720517171875,Médio
1994,43,F,SP,Orgânico,0,1916,5,758.85,151.77,73.98,0,1,0,3,0,1,Cartão,136,0.2,0.0,0.6,0.0,0.2,0.8833328363846477,0.3276353314470123,Baixo
1995,39,M,SP,Orgânico,0,1891,9,1265.93,140.66,88.0,0,2,2,2,1,2,Cartão,151,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.818670335150982,0.08446505436766509,Muito Baixo
1996,47,F,SP,Orgânico,1,2008,6,587.53,97.92,68.61,0,0,4,1,0,1,Cartão,41,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.5699146823402826,0.38991687055391033,Baixo
1997,34,F,RJ,Google,0,2000,7,1253.46,179.07,102.04,0,3,0,1,1,2,Cartão,56,0.4285714285714285,0.0,0.1428571428571428,0.1428571428571428,0.2857142857142857,1.0422244910812335,0.49070345279004424,Médio
1998,24,F,RJ,Google,0,1652,11,1422.63,129.33,112.39,0,2,0,6,1,2,Cartão,402,0.1818181818181818,0.0,0.5454545454545454,0.0909090909090909,0.1818181818181818,0.7527273883483329,0.15108482326421907,Muito Baixo
1999,33,M,RJ,Indicação,0,1745,7,1490.15,212.88,95.98,0,2,1,1,2,1,Cartão,307,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.1428571428571428,1.2390056942054672,0.17967603329935622,Muito Baixo
2000,26,M,SP,Orgânico,0,1746,9,1845.75,205.08,134.26,0,1,3,2,0,3,Cartão,300,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,1.193608078577871,0.12048575404073227,Muito Baixo
2001,26,M,SP,Orgânico,0,1384,9,1776.05,197.34,83.81,0,2,2,2,3,0,Cartão,667,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,1.14855967537818,0.1442254255439229,Muito Baixo
2002,33,M,BSB,Facebook,1,1591,8,1118.95,139.87,78.54,0,2,1,1,0,4,Cartão,459,0.25,0.125,0.125,0.0,0.5,0.8140723715169049,0.7281223544837103,Alto
2003,25,F,BSB,Orgânico,0,1640,5,1204.71,240.94,248.15,0,1,0,0,1,3,Cartão,383,0.2,0.0,0.0,0.2,0.6,1.4023207063221783,0.3980214300508374,Baixo
2004,31,M,RJ,Orgânico,0,1894,4,661.57,165.39,153.07,0,0,2,1,0,1,Cartão,117,0.0,0.5,0.25,0.0,0.25,0.9626040575189884,0.44855974617427213,Médio
2005,12,F,RJ,Google,0,1788,10,1374.26,137.43,89.61,0,1,3,3,2,1,Cartão,263,0.1,0.3,0.3,0.2,0.1,0.7998710661154519,0.10604201221729014,Muito Baixo
2006,37,M,RJ,Orgânico,1,1960,5,287.14,57.43,36.5,0,0,4,1,0,0,Cartão,81,0.0,0.8,0.2,0.0,0.0,0.3342544955760052,0.6467628025513531,Alto
2007,35,M,SP,Google,0,1867,11,915.38,83.22,67.23,0,1,2,0,2,6,Cartão,185,0.0909090909090909,0.1818181818181818,0.0,0.1818181818181818,0.5454545454545454,0.4843576375036593,0.14382750579676798,Muito Baixo
2008,25,M,RJ,Facebook,1,1878,6,1009.63,168.27,83.25,0,1,1,0,0,4,Cartão,150,0.1666666666666666,0.1666666666666666,0.0,0.0,0.6666666666666666,0.9793662540584084,0.5326116877961075,Médio
2009,42,M,RJ,Google,1,1717,8,1764.64,220.58,58.28,0,2,1,0,2,3,Cartão,325,0.25,0.125,0.0,0.25,0.375,1.2838212891198892,0.7211753089163712,Alto
2010,46,F,RJ,Indicação,0,1668,9,2289.79,254.42,139.36,0,2,2,1,4,0,Cartão,382,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,1.4807770984580748,0.07471057703787257,Muito Baixo
2011,15,M,SP,Orgânico,0,1833,9,1446.85,160.76,108.6,0,1,4,1,1,2,Boleto,217,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.935656498499018,0.06659830156085365,Muito Baixo
2012,25,F,POA,Indicação,0,1752,9,2351.45,261.27,150.76,0,2,2,0,1,4,Boleto,293,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,1.520645517310515,0.06800087222146045,Muito Baixo
2013,25,F,BSB,Google,1,1680,4,231.26,57.82,22.67,0,2,0,0,0,2,Cartão,347,0.5,0.0,0.0,0.0,0.5,0.336524376357385,0.7332208134359118,Alto
2014,23,F,SP,Google,0,1876,12,2440.51,203.38,138.13,0,1,0,5,2,4,Cartão,178,0.0833333333333333,0.0,0.4166666666666667,0.1666666666666666,0.3333333333333333,1.1837137264539082,0.08542172381973273,Muito Baixo
2015,44,F,RJ,Indicação,0,1907,4,908.91,227.23,102.95,0,0,2,0,1,1,Cartão,119,0.0,0.5,0.0,0.25,0.25,1.3225256665459806,0.19838511399571931,Muito Baixo
2016,32,F,POA,Indicação,0,1661,9,1308.06,145.34,72.58,0,1,2,3,1,2,Cartão,393,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.8459089045275396,0.07997926985396601,Muito Baixo
2017,31,F,SP,Indicação,0,1996,6,897.08,149.51,88.19,0,1,2,0,1,2,Cartão,53,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.8701791682669082,0.06986095860464613,Muito Baixo
2018,10,F,RJ,Google,0,1667,17,2652.33,156.02,124.81,0,5,1,3,4,4,Cartão,380,0.2941176470588235,0.0588235294117647,0.1764705882352941,0.2352941176470588,0.2352941176470588,0.9080687166945558,0.06532306854365677,Muito Baixo
2019,42,M,RJ,Orgânico,0,1821,5,870.92,174.18,78.89,0,0,0,1,2,2,Cartão,231,0.0,0.0,0.2,0.4,0.4,1.01376367820701,0.5067942694221107,Médio
2020,20,F,RJ,Orgânico,0,1714,8,1032.31,129.04,113.17,0,1,1,4,0,2,Cartão,334,0.125,0.125,0.5,0.0,0.25,0.7510395282801273,0.38800083231350674,Baixo
2021,35,M,BSB,Indicação,0,1813,11,1862.14,169.29,139.86,0,3,3,1,1,3,Cartão,230,0.2727272727272727,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.9853028653327864,0.07928431184424875,Muito Baixo
2022,38,M,SP,Orgânico,0,1566,8,1156.53,144.57,84.71,0,2,0,1,0,5,Boleto,484,0.25,0.0,0.125,0.0,0.625,0.8414273450360974,0.36476869247276206,Baixo
2023,51,F,SP,Orgânico,0,1766,4,871.04,217.76,148.4,0,1,1,0,0,2,Cartão,241,0.25,0.25,0.0,0.0,0.5,1.2674083050083735,0.3774431579882707,Baixo
2024,19,F,SP,Indicação,0,1791,13,2534.74,194.98,96.92,0,2,1,3,3,4,Cartão,248,0.1538461538461538,0.0769230769230769,0.2307692307692307,0.2307692307692307,0.3076923076923077,1.134823986547266,0.02087703975291636,Muito Baixo
2025,-1,M,SP,Indicação,0,1635,10,1415.24,141.52,89.14,0,2,3,0,2,3,Cartão,380,0.2,0.3,0.0,0.2,0.3,0.823675713284281,0.055414747000844713,Muito Baixo
2026,37,M,RJ,Orgânico,0,1738,6,1017.97,169.66,66.28,0,0,0,1,1,4,Cartão,305,0.0,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.9874563419715312,0.2939282778334174,Baixo
2027,56,F,BH,Google,1,1659,4,878.41,219.6,136.61,0,1,2,1,0,0,Cartão,371,0.25,0.5,0.25,0.0,0.0,1.278117486130781,0.3921598052159879,Baixo
2028,49,F,SP,Indicação,0,1709,12,2250.97,187.58,123.16,0,3,2,2,1,4,Cartão,325,0.25,0.1666666666666666,0.1666666666666666,0.0833333333333333,0.3333333333333333,1.0917544537723674,0.027812703010044338,Muito Baixo
2029,37,M,RJ,Orgânico,1,1887,6,555.22,92.54,39.58,0,1,2,1,0,2,Cartão,154,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.5386019679715048,0.5667124309088808,Médio
2030,29,M,RJ,Google,1,1929,8,1634.15,204.27,73.45,0,1,3,1,3,0,Boleto,117,0.125,0.375,0.125,0.375,0.0,1.1888937108011597,0.5494656380302678,Médio
2031,44,F,SP,Orgânico,0,1766,10,2012.88,201.29,128.8,0,0,3,3,1,3,Cartão,285,0.0,0.3,0.3,0.1,0.3,1.171549493548565,0.13959081992616848,Muito Baixo
2032,23,M,RJ,Indicação,1,1813,10,1286.61,128.66,80.68,0,1,3,4,0,2,Cartão,238,0.1,0.3,0.4,0.0,0.2,0.748827849570065,0.5283760056642074,Médio
2033,40,M,RJ,Facebook,0,1903,1,75.26,75.26,0.0,0,0,0,1,0,0,Cartão,0,0.0,0.0,1.0,0.0,0.0,0.4380287887349844,0.7583877426273288,Alto
2034,41,F,RJ,Indicação,0,1902,4,1179.68,294.92,124.57,0,1,2,0,0,1,Cartão,132,0.25,0.5,0.0,0.0,0.25,1.71649548729367,0.1900799335315772,Muito Baixo
2035,47,M,SP,Facebook,0,1765,7,1149.98,164.28,161.55,0,2,1,1,1,2,Pix,257,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.9561436276027536,0.33172000192462764,Baixo
2036,68,F,RJ,Orgânico,0,1964,3,652.31,217.44,262.34,0,1,1,0,1,0,Pix,78,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.2655458387262155,0.32003439651597987,Baixo
2037,39,F,POA,Facebook,1,1977,2,178.93,89.46,10.53,0,0,0,2,0,0,Boleto,11,0.0,0.0,1.0,0.0,0.0,0.5206757300057361,0.8125073855852009,Crítico
2038,28,F,RJ,Orgânico,0,1791,7,632.94,90.42,41.63,0,4,2,1,0,0,Cartão,259,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.0,0.0,0.5262631288522095,0.4263243212305082,Médio
2039,34,M,SP,Indicação,0,1752,7,987.91,141.13,133.18,0,0,2,1,1,3,Cartão,275,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.8214058325029012,0.04370989254231619,Muito Baixo
2040,13,F,RJ,Indicação,0,1839,7,1112.31,158.9,72.92,0,1,1,0,2,3,Cartão,209,0.1428571428571428,0.1428571428571428,0.0,0.2857142857142857,0.4285714285714285,0.9248309132339758,0.09812595315375029,Muito Baixo
2041,26,M,SP,Orgânico,1,1808,5,1605.46,321.09,492.14,0,1,0,2,2,0,Cartão,230,0.2,0.0,0.4,0.4,0.0,1.8688103079313865,0.46075885524235605,Médio
2042,30,F,RJ,Google,0,1781,2,283.85,141.93,91.53,0,0,1,0,0,1,Cartão,228,0.0,0.5,0.0,0.0,0.5,0.8260619982082957,0.7071840856528211,Alto
2043,28,F,SP,Orgânico,1,1780,2,351.61,175.8,64.93,0,1,0,1,0,0,Cartão,255,0.5,0.0,0.5,0.0,0.0,1.023192413760434,0.5812621125697724,Médio
2044,36,M,SP,Google,0,1828,10,1698.49,169.85,142.41,0,2,0,5,0,3,Cartão,212,0.2,0.0,0.5,0.0,0.3,0.9885621813265624,0.08352042947022967,Muito Baixo
2045,25,M,RJ,Orgânico,0,1888,8,1790.51,223.81,164.13,0,1,0,2,1,4,Cartão,147,0.125,0.0,0.25,0.125,0.5,1.302620558155419,0.32888605826839973,Baixo
2046,48,M,SP,Indicação,0,1789,15,3200.2,213.35,114.42,0,1,2,2,3,7,Cartão,257,0.0666666666666666,0.1333333333333333,0.1333333333333333,0.2,0.4666666666666667,1.2417411915573866,0.045526683693800696,Muito Baixo
2047,35,F,RJ,Orgânico,0,1811,6,1386.85,231.14,118.25,0,2,1,2,1,0,Boleto,229,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,1.345282676431096,0.3929938086998211,Baixo
2048,34,M,SP,Orgânico,0,1935,13,2542.75,195.6,128.1,0,0,0,4,1,8,Cartão,111,0.0,0.0,0.3076923076923077,0.0769230769230769,0.6153846153846154,1.138432514968947,0.08199048515743561,Muito Baixo
2049,31,F,SP,Google,0,1846,8,973.79,121.72,82.16,0,0,2,0,2,4,Cartão,181,0.0,0.25,0.0,0.25,0.5,0.708435612075768,0.25433891765718275,Baixo
