id_cliente,idade,genero,cidade,canal_aquisicao,churn,recencia_dias,frequencia_compras,valor_total,ticket_medio,std_valor,cliente_sem_compra,compras_beleza,compras_casa,compras_eletrônicos,compras_esportes,compras_moda,metodo_preferido,dias_entre_compras,prop_compras_eletrônicos,prop_compras_moda,prop_compras_casa,prop_compras_esportes,prop_compras_beleza,ticket_medio_relativo
2094,21,M,POA,Facebook,1,1789,5,701.6,140.32,65.81,0,0,0,0,0,5,Cartão,117,0.0,1.0,0.0,0.0,0.0,0.8166914647261893
2095,47,F,BSB,Indicação,0,1705,10,2848.81,284.88,136.64,0,1,5,0,1,3,Pix,309,0.0,0.3,0.5,0.1,0.1,1.6580606076909692
2096,34,F,SP,Indicação,0,1659,12,2293.73,191.14,146.12,0,2,3,3,0,4,Cartão,355,0.25,0.3333333333333333,0.25,0.0,0.16666666666666666,1.1124743911613726
2097,43,F,SP,Orgânico,0,1876,10,2064.61,206.46,131.01,0,2,3,3,1,1,Cartão,162,0.3,0.1,0.3,0.1,0.2,1.201639964419677
2098,22,M,SP,Indicação,0,1804,11,1596.7,145.15,95.8,0,5,1,1,2,2,Cartão,237,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.8448030651725085
2099,16,M,SP,Indicação,0,1731,16,2941.13,183.82,70.3,0,2,4,5,2,3,Cartão,306,0.3125,0.1875,0.25,0.125,0.125,1.0698704749570134
2100,44,F,SP,Orgânico,0,1973,5,1039.45,207.89,150.02,0,2,2,0,0,1,Pix,46,0.0,0.2,0.4,0.0,0.4,1.2099628606180692
2101,39,F,BH,Orgânico,0,1939,5,387.41,77.48,39.26,0,0,0,1,0,4,Cartão,90,0.2,0.8,0.0,0.0,0.0,0.45094964856745406
2102,24,M,SP,Google,0,1799,13,2354.08,181.08,153.2,0,1,5,4,1,2,Cartão,238,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.07692307692307693,1.0539231074160373
2103,24,F,BSB,Google,1,1610,12,1531.78,127.65,92.21,0,4,1,2,0,5,Cartão,428,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.0,0.3333333333333333,0.7429494403670045
2104,48,F,POA,Google,0,1951,2,175.06,87.53,9.45,0,0,0,0,1,1,Cartão,39,0.0,0.5,0.0,0.5,0.0,0.509442730241472
2105,20,F,SP,Facebook,1,1795,7,1029.82,147.12,117.56,0,3,1,0,0,3,Cartão,245,0.0,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,0.8562688732220423
2106,54,M,POA,Facebook,0,1923,5,1378.93,275.79,168.45,0,2,1,1,0,1,Boleto,97,0.2,0.2,0.2,0.0,0.4,1.6051549248634247
2107,24,F,BH,Indicação,0,1532,15,2372.6,158.17,154.55,0,3,2,3,2,5,Cartão,500,0.2,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.9205821620278033
2108,42,M,RJ,Orgânico,0,1848,5,747.66,149.53,74.09,0,1,1,2,0,1,Cartão,83,0.4,0.2,0.2,0.0,0.2,0.8702955724095431
2109,31,F,SP,Facebook,0,1913,6,947.41,157.9,117.3,0,1,1,0,1,3,Cartão,127,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.9190107061022327
2110,42,M,RJ,Orgânico,1,1741,7,1053.41,150.49,77.44,0,2,1,1,2,1,Cartão,294,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.8758829712560166
2111,28,F,SP,Indicação,0,1822,9,962.74,106.97,85.8,0,0,1,0,3,5,Cartão,212,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.6225875568825575
2112,33,F,RJ,Google,0,1749,5,328.43,65.69,25.76,0,0,0,2,2,1,Cartão,289,0.4,0.2,0.0,0.4,0.0,0.38232940648420305
2113,35,F,SP,Indicação,0,1750,10,1573.53,157.35,111.7,0,2,2,2,1,3,Cartão,284,0.2,0.3,0.2,0.1,0.2,0.915809592179774
2114,22,M,RJ,Orgânico,1,1876,6,722.45,120.41,95.17,0,0,1,2,2,1,Cartão,159,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.7008111407331845
2115,43,F,SP,Google,0,1796,10,1402.44,140.24,106.41,0,3,0,1,4,2,Cartão,182,0.1,0.2,0.0,0.4,0.3,0.8162258481556499
2116,28,F,SP,Indicação,0,1825,6,529.96,88.33,48.52,0,1,1,2,1,1,Cartão,177,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5140988959468664
2117,32,M,RJ,Google,1,1855,12,1494.87,124.57,88.11,0,1,2,4,2,3,Cartão,184,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.7250232024012357
2118,23,M,RJ,Facebook,0,1840,9,1245.81,138.42,54.25,0,4,1,0,1,3,Boleto,195,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.8056330711758773
2119,4,F,RJ,Indicação,0,1700,9,1736.35,192.93,100.97,0,2,2,2,0,3,Cartão,315,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,1.122892561927193
2120,32,F,SP,Orgânico,0,1925,11,1894.06,172.19,123.39,0,1,3,7,0,0,Cartão,113,0.6363636363636364,0.0,0.2727272727272727,0.0,0.09090909090909091,1.0021814660148414
2121,63,F,BSB,Orgânico,0,1886,3,342.2,114.07,25.77,0,0,0,2,1,0,Cartão,121,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6639110275179334
2122,44,F,RJ,Facebook,0,1813,9,1392.15,154.68,98.0,0,1,1,4,1,2,Cartão,220,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.90026963913802
2123,34,F,SP,Orgânico,0,1804,5,1096.28,219.26,214.3,0,0,1,1,0,3,Boleto,228,0.2,0.6,0.2,0.0,0.0,1.2761386157059882
2124,31,M,RJ,Facebook,1,1647,3,881.47,293.82,132.88,0,0,1,1,0,1,Cartão,374,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.7100932594487523
2125,35,F,RJ,Orgânico,0,1770,5,462.89,92.58,49.66,0,1,2,0,1,1,Cartão,268,0.0,0.2,0.4,0.2,0.2,0.5388347762567746
2126,41,M,SP,Facebook,1,1960,8,2186.0,273.25,136.83,0,2,1,0,2,3,Cartão,67,0.0,0.375,0.125,0.25,0.25,1.5903715987487972
2127,20,M,RJ,Orgânico,0,1824,11,1957.24,177.93,121.66,0,0,3,2,2,4,Cartão,186,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.0,1.0355894549510467
2128,48,F,BSB,Orgânico,0,1883,5,867.85,173.57,114.97,0,0,2,0,1,2,Pix,148,0.0,0.4,0.4,0.2,0.0,1.0102133518566467
2129,43,M,BH,Orgânico,0,1842,6,1721.62,286.94,213.05,0,1,3,0,2,0,Cartão,173,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,1.67005023438236
2130,43,F,SP,Google,0,1788,8,1905.59,238.2,214.96,0,1,1,0,2,4,Cartão,249,0.0,0.5,0.125,0.25,0.125,1.386373338781202
2131,40,M,BSB,Indicação,0,1697,6,706.06,117.68,103.33,0,0,1,2,0,3,Cartão,340,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.6849219752635259
2132,35,M,SP,Orgânico,0,1775,8,998.0,124.75,81.58,0,1,3,2,1,1,Boleto,251,0.25,0.125,0.375,0.125,0.125,0.7260708396849496
2133,43,F,POA,Orgânico,0,1842,6,1490.47,248.41,166.38,0,0,0,2,1,3,Cartão,189,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,1.445797653596299
2134,42,F,SP,Indicação,0,1790,8,2330.26,291.28,167.09,0,2,1,1,2,2,Cartão,234,0.125,0.25,0.125,0.25,0.25,1.6953099333341248
2135,30,M,RJ,Google,0,1901,8,888.14,111.02,77.78,0,1,1,0,2,4,Cartão,123,0.0,0.5,0.125,0.25,0.125,0.6461593957661169
2136,28,F,RJ,Google,0,1836,11,929.9,84.54,79.37,0,2,4,1,1,3,Cartão,188,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.49204031091756023
2137,36,F,SP,Facebook,0,1907,3,301.23,100.41,51.15,0,0,1,1,1,0,Cartão,15,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5844069980983229
2138,53,M,BH,Orgânico,0,1717,2,159.86,79.93,39.82,0,0,0,1,1,0,Cartão,277,0.5,0.0,0.0,0.5,0.0,0.4652091560402246
2139,20,M,RJ,Orgânico,1,1881,5,621.06,124.21,113.94,0,0,2,2,1,0,Cartão,146,0.4,0.0,0.4,0.2,0.0,0.7229279278338082
2140,17,M,SP,Google,0,1809,8,937.98,117.25,73.7,0,3,0,1,2,2,Cartão,218,0.125,0.25,0.0,0.25,0.375,0.6824192861968764
2141,36,F,RJ,Orgânico,1,1884,6,663.12,110.52,55.24,0,1,2,0,2,1,Cartão,142,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6432492922002454
2142,35,F,RJ,Google,0,1879,7,739.81,105.69,60.64,0,1,0,1,3,2,Cartão,150,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.6151376917539263
2143,37,F,SP,Facebook,0,1474,11,1062.24,96.57,63.27,0,3,4,2,1,1,Cartão,560,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.5620574027124294
2144,37,M,POA,Google,0,1486,8,1304.56,163.07,100.35,0,1,1,1,1,4,Cartão,521,0.125,0.5,0.125,0.125,0.125,0.9491011769733444
2145,32,F,BSB,Orgânico,0,1771,7,916.1,130.87,76.59,0,1,0,4,0,2,Cartão,199,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,0.7616905073312172
2146,52,M,SP,Orgânico,1,1793,1,281.57,281.57,0.0,0,1,0,0,0,0,Cartão,0,0.0,0.0,0.0,0.0,1.0,1.6387957220848997
2147,15,M,RJ,Facebook,0,1837,7,1293.89,184.84,117.0,0,2,1,0,3,1,Cartão,181,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,1.0758070862313913
2148,25,M,SP,Indicação,0,1840,9,1586.25,176.25,148.15,0,2,2,2,1,2,Cartão,190,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,1.0258115069697182
2149,33,M,BH,Google,0,2005,1,121.85,121.85,0.0,0,1,0,0,0,0,Boleto,0,0.0,0.0,0.0,0.0,1.0,0.7091922390028945
2150,15,M,POA,Facebook,1,1886,7,1188.92,169.85,83.63,0,2,2,0,1,2,Boleto,132,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.9885621813265625
2151,32,M,SP,Facebook,0,1916,3,276.8,92.27,50.33,0,2,0,0,1,0,Boleto,101,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5370305120459342
2152,54,M,BSB,Google,1,1885,2,376.22,188.11,21.04,0,0,1,0,0,1,Cartão,7,0.0,0.5,0.5,0.0,0.0,1.0948391635521912
2153,35,F,RJ,Orgânico,1,1948,5,1286.62,257.32,171.23,0,2,3,0,0,0,Cartão,83,0.0,0.0,0.6,0.0,0.4,1.49765569914013
2154,37,M,SP,Indicação,0,1733,12,2386.64,198.89,163.39,0,0,3,4,1,4,Cartão,300,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333333,0.0,1.1575809964323815
2155,19,F,POA,Google,0,1815,9,1129.43,125.49,82.76,0,2,3,0,0,4,Boleto,211,0.0,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.7303777929624393
2156,27,F,RJ,Google,0,1802,5,1332.96,266.59,214.21,0,1,1,2,0,1,Cartão,227,0.4,0.2,0.2,0.0,0.2,1.551609019251388
2157,30,F,RJ,Google,0,1735,5,1118.62,223.72,97.82,0,1,1,1,1,1,Cartão,260,0.2,0.2,0.2,0.2,0.2,1.3020967395135623
2158,31,F,RJ,Facebook,1,1907,7,1157.59,165.37,85.74,0,1,1,0,4,1,Cartão,123,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.9624876533763536
2159,50,F,SP,Indicação,0,1870,6,1315.17,219.2,96.03,0,1,1,2,0,2,Cartão,157,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,1.2757894032780837
2160,41,M,SP,Google,1,1698,8,1711.83,213.98,190.87,0,2,2,3,0,1,Cartão,333,0.375,0.125,0.25,0.0,0.25,1.2454079220503846
2161,21,F,POA,Orgânico,0,1876,6,1161.47,193.58,181.31,0,2,3,0,0,1,Cartão,143,0.0,0.16666666666666666,0.5,0.0,0.3333333333333333,1.126675696562826
2162,37,F,RJ,Facebook,0,1775,12,1195.26,99.6,88.92,0,2,5,1,1,3,Cartão,251,0.08333333333333333,0.25,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.579692630321611
2163,40,F,BSB,Facebook,0,1913,5,451.27,90.25,72.4,0,1,2,0,0,2,Boleto,85,0.0,0.4,0.4,0.0,0.2,0.5252736936398131
2164,48,M,SP,Orgânico,0,1577,11,1890.26,171.84,154.53,0,2,3,2,0,4,Boleto,443,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.0,0.18181818181818182,1.0001443935187313
2165,53,F,RJ,Google,0,1870,5,823.68,164.74,123.3,0,0,1,2,1,1,Cartão,148,0.4,0.2,0.2,0.2,0.0,0.9588209228833554
2166,22,F,POA,Facebook,1,1896,7,1451.54,207.36,118.81,0,0,3,3,1,0,Cartão,117,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.0,1.2068781508382456
2167,25,F,SP,Facebook,0,1853,8,1288.66,161.08,80.52,0,1,3,1,2,1,Cartão,176,0.125,0.125,0.375,0.25,0.125,0.9375189647811758
2168,19,F,SP,Google,0,1812,14,1745.98,124.71,103.69,0,0,7,4,1,2,Cartão,218,0.2857142857142857,0.14285714285714285,0.5,0.07142857142857142,0.0,0.7258380313996797
2169,32,M,RJ,Google,0,1791,4,683.21,170.8,94.12,0,0,0,2,0,2,Cartão,230,0.5,0.5,0.0,0.0,0.0,0.9940913781017185
2170,40,F,SP,Facebook,1,1829,10,2394.58,239.46,211.41,0,2,2,0,2,4,Cartão,186,0.0,0.4,0.2,0.2,0.2,1.3937067997671986
2171,46,M,SP,Orgânico,0,1865,5,922.12,184.42,115.61,0,0,2,0,1,2,Cartão,151,0.0,0.4,0.4,0.2,0.0,1.0733625992360591
2172,34,M,BSB,Orgânico,0,1893,8,1426.86,178.36,81.16,0,2,2,2,2,0,Boleto,116,0.25,0.0,0.25,0.25,0.25,1.0380921440176962
2173,31,F,POA,Indicação,0,1817,5,1280.22,256.04,80.55,0,1,1,1,1,1,Cartão,191,0.2,0.2,0.2,0.2,0.2,1.490205834011499
2174,36,F,RJ,Facebook,0,1914,7,1029.89,147.13,130.06,0,0,2,2,0,3,Cartão,98,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0,0.8563270752933597
2175,24,M,BH,Indicação,0,1953,10,1481.2,148.12,114.36,0,2,1,2,2,3,Cartão,76,0.2,0.3,0.1,0.2,0.2,0.8620890803537854
2176,60,F,BSB,Google,0,1825,7,1427.85,203.98,168.59,0,2,0,1,1,3,Cartão,192,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,1.187205850732954
2177,15,F,BH,Google,1,1822,6,947.02,157.84,131.02,0,1,2,1,0,2,Cartão,184,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.9186614936743281
2178,37,F,SP,Facebook,1,1794,6,1064.69,177.45,116.41,0,1,1,2,0,2,Boleto,214,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,1.0327957555278098
2179,59,M,SP,Facebook,0,1849,9,925.17,102.8,79.34,0,1,0,1,3,4,Cartão,178,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,0.1111111111111111,0.5983172931431888
2180,35,M,SP,Google,0,1872,4,817.08,204.27,161.89,0,0,0,1,0,3,Cartão,144,0.25,0.75,0.0,0.0,0.0,1.1888937108011595
2181,32,F,SP,Google,0,1827,7,1056.05,150.86,155.34,0,1,2,1,1,2,Cartão,198,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.8780364478947614
2182,30,F,SP,Google,0,1896,12,2286.24,190.52,143.7,0,2,1,5,4,0,Cartão,127,0.4166666666666667,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,1.1088658627396921
2183,32,M,SP,Facebook,0,1685,5,445.75,89.15,59.91,0,0,1,2,0,2,Cartão,332,0.4,0.4,0.2,0.0,0.0,0.5188714657948958
2184,51,M,SP,Facebook,0,1878,3,680.12,226.71,85.25,0,0,1,0,1,1,Pix,140,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3194991588374743
2185,8,M,SP,Google,0,1717,10,1093.13,109.31,55.72,0,1,3,3,1,2,Cartão,306,0.3,0.2,0.3,0.1,0.1,0.6362068415708363
2186,53,M,RJ,Google,0,1979,5,887.17,177.43,91.57,0,0,1,1,1,2,Pix,50,0.2,0.4,0.2,0.2,0.0,1.032679351385175
2187,17,M,SP,Google,0,1613,11,1932.58,175.69,96.0,0,0,3,1,2,5,Cartão,407,0.09090909090909091,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.0,1.022552190975942
2188,31,M,BH,Google,0,1801,6,593.17,98.86,48.73,0,2,0,1,2,1,Cartão,208,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.5753856770441211
2189,29,M,SP,Facebook,0,1610,14,1937.47,138.39,138.86,0,3,4,1,1,5,Cartão,418,0.07142857142857142,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.8054584649619251
2190,42,F,BSB,Google,1,1749,4,718.96,179.74,43.19,0,0,0,1,2,1,Boleto,279,0.25,0.25,0.0,0.5,0.0,1.0461240298595016
2191,15,M,POA,Orgânico,1,1910,4,405.12,101.28,55.72,0,0,1,2,0,1,Cartão,80,0.5,0.25,0.25,0.0,0.0,0.5894705783029394
2192,40,M,BH,Facebook,0,1771,3,580.93,193.64,18.65,0,1,0,1,0,1,Cartão,243,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.1270249089907303
2193,59,F,BH,Facebook,1,2021,1,185.65,185.65,0.0,0,0,0,0,1,0,Cartão,0,0.0,0.0,0.0,1.0,0.0,1.0805214540081032
2194,18,F,POA,Google,0,1758,14,2306.81,164.77,100.43,0,3,2,2,5,2,Cartão,265,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.9589955290973077
2195,37,F,SP,Google,0,1944,6,1417.95,236.32,216.26,0,0,0,1,2,3,Boleto,74,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,1.375431349373525
2196,27,M,POA,Google,0,1882,8,1155.83,144.48,96.55,0,1,1,4,2,0,Cartão,128,0.5,0.0,0.125,0.25,0.125,0.8409035263942405
2197,40,M,BH,Orgânico,0,1773,8,895.92,111.99,89.44,0,0,1,3,2,2,Cartão,248,0.375,0.25,0.125,0.25,0.0,0.6518049966839078
2198,35,F,BH,Orgânico,1,1758,6,431.75,71.96,88.89,0,0,1,1,3,1,Cartão,234,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,0.41882210520023216
2199,27,F,SP,Google,0,1829,5,905.59,181.12,77.12,0,2,1,1,0,1,Boleto,183,0.2,0.2,0.2,0.0,0.4,1.0541559157013072
2200,40,F,RJ,Indicação,0,1709,10,1278.08,127.81,68.98,0,3,2,1,1,3,Cartão,311,0.1,0.3,0.2,0.1,0.3,0.7438806735080834
2201,56,M,RJ,Google,0,1751,6,945.92,157.65,79.57,0,0,1,3,0,2,Boleto,239,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.917555654319297
2202,32,F,RJ,Google,1,1942,6,1240.99,206.83,154.4,0,0,1,1,2,2,Pix,78,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,1.2037934410584217
2203,43,M,BH,Orgânico,0,1863,3,788.42,262.81,86.68,0,1,1,1,0,0,Cartão,146,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1.5296086362933994
2204,19,M,SP,Google,0,1710,8,1294.48,161.81,75.54,0,1,1,4,2,0,Cartão,287,0.5,0.0,0.125,0.25,0.125,0.9417677159873482
2205,23,M,SP,Facebook,0,1811,10,1388.1,138.81,76.12,0,1,2,4,0,3,Cartão,212,0.4,0.3,0.2,0.0,0.1,0.8079029519572573
2206,40,M,RJ,Indicação,0,1717,7,697.5,99.64,63.0,0,3,1,0,2,1,Cartão,289,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5799254386068807
2207,52,F,SP,Indicação,0,1969,8,2058.98,257.37,140.47,0,1,4,1,2,0,Cartão,51,0.125,0.0,0.5,0.25,0.125,1.4979467094967172
2208,39,F,SP,Orgânico,0,1774,9,1395.1,155.01,79.9,0,2,2,2,1,2,Cartão,234,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.9021903074914951
2209,31,F,SP,Orgânico,0,1689,9,2028.52,225.39,111.29,0,3,1,1,2,2,Cartão,336,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,1.3118164854235732
2210,34,M,SP,Orgânico,0,1836,11,1089.15,99.01,80.06,0,4,3,1,0,3,Cartão,185,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.36363636363636365,0.5762587081138826
2211,19,F,RJ,Facebook,1,1859,14,1774.9,126.78,51.64,0,3,5,5,0,1,Cartão,165,0.35714285714285715,0.07142857142857142,0.35714285714285715,0.0,0.21428571428571427,0.737885860162388
2212,42,M,SP,Google,0,1929,5,828.85,165.77,58.63,0,0,1,2,0,2,Cartão,77,0.4,0.4,0.2,0.0,0.0,0.9648157362290508
2213,45,M,POA,Orgânico,0,1806,4,628.81,157.2,88.71,0,0,2,1,1,0,Pix,190,0.25,0.0,0.5,0.25,0.0,0.9149365611100124
2214,29,M,BH,Orgânico,0,1729,5,603.66,120.73,61.33,0,0,2,1,0,2,Cartão,269,0.2,0.4,0.4,0.0,0.0,0.7026736070153423
2215,29,F,BH,Facebook,1,1801,8,1073.85,134.23,89.19,0,0,1,4,1,2,Pix,219,0.5,0.25,0.125,0.125,0.0,0.7812464032938738
2216,38,M,SP,Orgânico,0,1874,10,1129.6,112.96,53.86,0,1,6,1,0,2,Cartão,149,0.1,0.2,0.6,0.0,0.1,0.6574505976016985
2217,29,M,RJ,Google,0,1837,11,2164.0,196.73,158.37,0,3,2,1,1,4,Cartão,170,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.2727272727272727,1.1450093490278166
2218,34,F,RJ,Google,0,1722,9,1315.44,146.16,72.41,0,2,1,2,2,2,Cartão,295,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.8506814743755688
2219,60,F,POA,Google,1,1641,6,862.94,143.82,55.59,0,0,1,1,2,2,Cartão,372,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.8370621896872901
2220,32,F,BH,Facebook,0,1894,3,571.63,190.54,118.7,0,0,0,2,0,1,Boleto,72,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.1089822668823268
2221,30,M,RJ,Orgânico,0,1397,3,358.17,119.39,55.05,0,2,0,0,0,1,Pix,600,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6948745294588066
2222,27,M,BSB,Facebook,1,1953,6,371.74,61.96,42.47,0,1,1,3,0,1,Cartão,66,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3606200338828014
2223,43,F,SP,Orgânico,1,1868,7,1600.27,228.61,182.87,0,0,1,2,1,3,Cartão,145,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,1.3305575523877862
2224,32,M,SP,Indicação,0,1731,16,2675.75,167.23,95.73,0,5,3,1,2,5,Cartão,292,0.0625,0.3125,0.1875,0.125,0.3125,0.9733132386413956
2225,27,M,RJ,Facebook,1,1767,9,1087.82,120.87,63.56,0,0,1,2,3,3,Cartão,253,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.7034884360137864
2226,50,F,SP,Orgânico,0,1502,11,2989.11,271.74,129.38,0,3,1,3,0,4,Cartão,488,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0,0.2727272727272727,1.5815830859798652
2227,52,F,SP,Google,1,1941,6,1595.29,265.88,155.73,0,0,2,0,1,3,Cartão,81,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,1.5474766721878508
2228,27,F,BH,Orgânico,0,1658,7,1647.86,235.41,104.57,0,2,2,0,0,3,Cartão,360,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,1.370134960883639
2229,12,F,SP,Google,0,1890,13,2222.09,170.93,108.81,0,1,1,3,1,7,Cartão,131,0.23076923076923078,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.9948480050288451
2230,47,F,RJ,Google,0,1933,3,487.76,162.59,112.51,0,1,0,1,0,1,Cartão,89,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.9463074775501078
2231,26,F,POA,Indicação,0,1913,4,802.06,200.52,97.22,0,1,1,0,2,0,Cartão,109,0.0,0.0,0.25,0.5,0.25,1.1670679340571228
2232,44,F,SP,Orgânico,0,1829,11,2797.73,254.34,140.15,0,1,2,4,1,3,Cartão,190,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091,1.4803114818875356
2233,11,F,SP,Indicação,0,1411,14,2982.78,213.06,143.3,0,3,2,4,2,3,Cartão,610,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.21428571428571427,1.240053331489181
2234,45,M,SP,Indicação,0,1832,13,3059.1,235.32,122.34,0,2,4,2,0,5,Cartão,186,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.0,0.15384615384615385,1.369611142241782
2235,20,M,SP,Orgânico,1,1867,12,1757.76,146.48,97.55,0,1,2,4,3,2,Cartão,140,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.8525439406577267
2236,43,M,SP,Google,0,1858,5,1400.12,280.02,273.93,0,1,0,0,3,1,Cartão,155,0.0,0.2,0.0,0.6,0.2,1.6297744010306978
2237,35,M,SP,Orgânico,0,1629,8,1224.79,153.1,70.39,0,1,2,3,1,1,Cartão,382,0.375,0.125,0.25,0.125,0.125,0.8910737118698658
2238,23,M,RJ,Facebook,0,1817,7,1070.74,152.96,65.31,0,0,1,2,1,3,Cartão,181,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.890258882871422
2239,30,M,SP,Google,0,1902,8,965.76,120.72,87.85,0,0,0,1,3,4,Cartão,118,0.125,0.5,0.0,0.375,0.0,0.7026154049440249
2240,43,M,BH,Facebook,0,1910,6,1637.36,272.89,125.77,0,1,0,2,2,1,Cartão,109,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,1.5882763241813695
2241,36,M,BSB,Google,0,1683,3,348.41,116.14,45.58,0,1,0,0,1,1,Cartão,308,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6759588562806416
