id_cliente,idade,genero,cidade,canal_aquisicao,churn
2244,16,M,SP,Google,0
2245,54,F,BH,Indicação,0
2246,36,M,SP,Indicação,0
2247,24,F,SP,Indicação,0
2248,19,M,BSB,Facebook,0
2249,32,F,SP,Orgânico,0
2250,46,M,SP,Google,0
2251,33,F,BSB,Indicação,0
2252,53,M,POA,Google,1
2253,17,F,SP,Indicação,0
2254,34,M,SP,Facebook,1
2255,19,F,RJ,Orgânico,0
2256,39,M,BH,Orgânico,0
2257,45,F,SP,Orgânico,1
2258,29,F,RJ,Google,0
2259,3,F,POA,Google,0
2260,37,F,SP,Orgânico,0
2261,40,F,POA,Facebook,1
2262,39,F,POA,Orgânico,0
2263,49,F,SP,Facebook,0
2264,22,F,BH,Orgânico,0
2265,43,M,SP,Orgânico,0
2266,49,M,BH,Indicação,0
2267,13,M,BH,Google,0
2268,38,F,SP,Facebook,0
2269,28,F,BH,Orgânico,0
2270,34,M,BSB,Orgânico,1
2271,39,M,SP,Google,0
2272,29,F,SP,Facebook,0
2273,26,F,SP,Orgânico,0
2274,35,M,RJ,Indicação,1
2275,21,F,POA,Orgânico,0
2276,21,M,BSB,Orgânico,0
2277,43,F,RJ,Orgânico,0
2278,21,M,RJ,Google,0
2279,42,M,SP,Google,0
2280,40,F,SP,Google,0
2281,14,M,RJ,Orgânico,0
2282,26,F,RJ,Facebook,1
2283,49,F,RJ,Google,0
2284,23,F,POA,Facebook,1
2285,29,F,RJ,Facebook,0
2286,40,F,RJ,Orgânico,0
2287,44,M,SP,Orgânico,1
2288,31,F,POA,Indicação,0
2289,27,F,BH,Google,1
2290,52,M,BSB,Orgânico,0
2291,55,F,RJ,Google,0
2292,46,M,RJ,Indicação,0
2293,36,F,RJ,Google,0
2294,25,M,SP,Google,0
2295,25,F,RJ,Google,1
2296,41,F,POA,Indicação,0
2297,40,F,SP,Indicação,0
2298,51,F,SP,Google,1
2299,42,F,BH,Google,0
2300,16,M,SP,Orgânico,0
2301,47,M,RJ,Google,0
2302,23,F,RJ,Google,0
2303,30,M,SP,Facebook,0
2304,38,F,BSB,Orgânico,1
2305,58,F,RJ,Google,0
2306,72,F,BSB,Orgânico,0
2307,42,M,BH,Facebook,1
2308,32,F,BSB,Facebook,0
2309,41,M,SP,Google,0
2310,45,F,SP,Indicação,0
2311,31,F,SP,Google,0
2312,56,M,RJ,Indicação,1
2313,37,F,BSB,Google,0
2314,40,M,RJ,Facebook,1
2315,42,F,BSB,Orgânico,0
2316,40,F,SP,Orgânico,1
2317,45,F,SP,Google,0
2318,27,M,BSB,Indicação,0
2319,28,F,RJ,Indicação,1
2320,21,M,BH,Google,0
2321,40,F,SP,Facebook,1
2322,44,F,POA,Google,1
2323,40,M,RJ,Facebook,0
2324,55,F,BH,Orgânico,0
2325,34,F,SP,Google,1
2326,43,M,RJ,Google,0
2327,21,M,POA,Google,0
2328,30,M,BSB,Orgânico,1
2329,43,F,SP,Orgânico,0
2330,45,M,SP,Google,0
2331,31,M,RJ,Facebook,0
2332,34,F,SP,Google,0
2333,16,M,BH,Indicação,0
2334,30,M,SP,Facebook,0
2335,45,F,SP,Orgânico,1
2336,41,M,RJ,Google,0
2337,41,F,RJ,Indicação,0
2338,35,M,BH,Orgânico,0
2339,35,M,POA,Orgânico,0
2340,27,F,SP,Facebook,0
2341,43,M,BH,Indicação,1
2342,40,F,SP,Facebook,1
2343,40,M,RJ,Facebook,1
2344,28,M,SP,Orgânico,1
2345,9,F,SP,Orgânico,0
2346,48,F,SP,Orgânico,0
2347,29,M,SP,Facebook,0
2348,24,M,BSB,Orgânico,0
2349,43,M,BH,Google,0
2350,30,F,POA,Google,0
2351,47,F,RJ,Indicação,0
2352,42,M,SP,Google,0
2353,43,M,SP,Orgânico,0
2354,18,M,SP,Facebook,0
2355,49,F,SP,Facebook,0
2356,38,M,RJ,Indicação,0
2357,30,F,RJ,Orgânico,0
2358,36,F,SP,Facebook,0
2359,13,M,SP,Google,0
2360,39,F,SP,Orgânico,0
2361,22,F,SP,Facebook,0
2362,18,M,SP,Google,0
2363,16,M,BH,Indicação,0
2364,48,M,SP,Google,1
2365,27,M,BH,Orgânico,1
2366,53,M,SP,Indicação,0
2367,28,M,SP,Orgânico,0
2368,14,M,BSB,Facebook,1
2369,21,F,RJ,Orgânico,1
2370,49,M,SP,Google,0
2371,33,M,BSB,Google,0
2372,28,M,SP,Google,0
2373,36,M,SP,Facebook,1
2374,41,M,BH,Google,0
2375,48,M,BH,Indicação,0
2376,52,F,SP,Facebook,0
2377,30,M,SP,Facebook,0
2378,19,F,BSB,Indicação,0
2379,30,M,SP,Google,0
2380,38,F,SP,Orgânico,0
2381,23,F,RJ,Indicação,0
2382,23,F,POA,Orgânico,0
2383,39,M,SP,Facebook,0
2384,34,M,BH,Orgânico,0
2385,35,M,RJ,Indicação,0
2386,25,M,RJ,Orgânico,1
2387,32,M,BH,Google,0
2388,23,M,POA,Orgânico,0
2389,45,F,SP,Orgânico,1
2390,47,F,SP,Google,1
2391,12,F,POA,Indicação,0
2392,23,M,RJ,Orgânico,0
2393,17,M,RJ,Indicação,0
2394,27,F,RJ,Google,0
2395,33,M,BH,Indicação,1
2396,17,M,BH,Google,0
2397,23,M,POA,Orgânico,0
2398,22,F,RJ,Google,0
2399,37,F,SP,Google,0
2400,35,M,RJ,Google,0
2401,26,F,RJ,Indicação,1
2402,37,F,RJ,Orgânico,0
2403,28,M,RJ,Google,0
2404,31,M,SP,Google,1
2405,55,F,RJ,Facebook,1
2406,51,F,RJ,Orgânico,1
2407,19,M,BH,Facebook,0
2408,44,M,RJ,Facebook,1
2409,44,M,SP,Indicação,0
2410,21,F,RJ,Google,1
2411,44,F,BH,Facebook,0
2412,53,M,RJ,Facebook,0
2413,21,M,RJ,Orgânico,0
2414,23,M,RJ,Orgânico,1
2415,47,M,SP,Orgânico,1
2416,38,F,BH,Facebook,1
2417,41,M,SP,Indicação,0
2418,39,M,RJ,Google,1
2419,39,F,SP,Orgânico,0
2420,19,M,SP,Indicação,0
2421,47,F,RJ,Orgânico,1
2422,49,F,RJ,Google,0
2423,32,F,BH,Orgânico,1
2424,34,M,BH,Indicação,0
2425,16,F,BH,Google,0
2426,41,M,RJ,Indicação,1
2427,41,F,RJ,Orgânico,0
2428,34,F,RJ,Orgânico,1
2429,48,F,RJ,Orgânico,0
2430,30,M,RJ,Google,0
2431,41,M,POA,Orgânico,0
2432,22,F,SP,Indicação,0
2433,34,M,POA,Facebook,1
2434,32,F,SP,Google,0
2435,37,F,SP,Google,0
2436,30,F,SP,Google,0
2437,33,F,RJ,Orgânico,1
2438,44,M,SP,Google,1
2439,29,F,BSB,Google,0
2440,15,M,BSB,Facebook,0
2441,55,F,RJ,Facebook,1
2442,51,F,RJ,Google,1
2443,19,F,POA,Google,0
2444,43,F,BSB,Google,0
2445,28,F,RJ,Indicação,0
2446,38,M,BH,Google,0
2447,38,M,RJ,Indicação,0
2448,32,F,RJ,Google,0
2449,25,M,SP,Google,0
2450,26,M,RJ,Facebook,0
2451,24,F,SP,Google,0
2452,25,F,SP,Google,0
2453,34,F,RJ,Facebook,0
2454,26,F,POA,Facebook,1
2455,43,M,POA,Orgânico,0
2456,52,M,RJ,Google,0
2457,28,M,RJ,Orgânico,1
2458,37,M,SP,Orgânico,1
2459,40,F,RJ,Orgânico,1
2460,40,F,SP,Facebook,1
2461,35,F,SP,Orgânico,0
2462,43,F,RJ,Google,0
2463,40,M,SP,Google,0
2464,20,M,SP,Google,0
2465,45,F,BSB,Orgânico,1
2466,45,M,SP,Facebook,0
2467,25,M,SP,Orgânico,1
2468,35,F,SP,Google,0
2469,43,M,SP,Orgânico,0
2470,32,F,SP,Orgânico,1
2471,47,M,BH,Orgânico,1
2472,63,M,SP,Facebook,1
2473,25,F,BSB,Orgânico,0
2474,18,F,SP,Orgânico,0
2475,38,F,RJ,Facebook,0
2476,43,M,RJ,Facebook,1
2477,32,F,RJ,Orgânico,1
2478,52,M,RJ,Facebook,1
2479,18,F,POA,Orgânico,0
2480,43,M,SP,Google,0
2481,27,F,RJ,Indicação,0
2482,55,F,BSB,Google,0
2483,58,M,SP,Google,0
2484,25,M,SP,Google,0
2485,28,F,SP,Orgânico,0
2486,45,M,RJ,Google,1
2487,30,F,SP,Orgânico,1
2488,34,M,SP,Orgânico,0
2489,35,M,RJ,Facebook,1
2490,11,F,RJ,Google,0
2491,34,F,SP,Google,0
2492,26,M,SP,Facebook,1
2493,29,M,RJ,Google,1
2494,52,M,POA,Indicação,0
2495,19,M,RJ,Orgânico,0
2496,44,F,BH,Google,1
2497,31,F,SP,Indicação,0
2498,31,M,SP,Orgânico,0
2499,44,F,RJ,Orgânico,0
2500,39,M,BSB,Orgânico,1
2501,41,M,RJ,Orgânico,0
2502,46,M,BSB,Facebook,0
2503,31,F,POA,Orgânico,1
2504,27,M,SP,Orgânico,0
2505,21,F,SP,Facebook,0
2506,25,F,SP,Facebook,0
2507,70,M,SP,Facebook,0
2508,49,F,SP,Facebook,0
2509,18,M,BSB,Google,0
2510,19,M,SP,Indicação,0
2511,40,F,SP,Indicação,0
2512,41,M,SP,Facebook,0
2513,41,F,POA,Google,1
2514,31,F,RJ,Orgânico,1
2515,33,F,POA,Google,0
2516,38,M,POA,Google,0
2517,36,F,RJ,Indicação,0
2518,8,M,SP,Facebook,0
2519,32,M,SP,Google,0
2520,24,F,SP,Facebook,0
2521,37,F,BH,Orgânico,0
2522,70,M,SP,Indicação,0
2523,39,F,SP,Facebook,0
2524,31,F,RJ,Google,0
2525,46,F,RJ,Indicação,0
2526,40,M,RJ,Orgânico,0
2527,40,F,SP,Indicação,0
2528,42,M,BSB,Orgânico,1
2529,59,M,RJ,Indicação,1
2530,21,F,SP,Orgânico,0
2531,40,F,BH,Orgânico,1
2532,23,M,POA,Orgânico,0
2533,41,M,SP,Orgânico,0
2534,23,F,SP,Facebook,0
2535,29,M,RJ,Orgânico,0
2536,31,F,SP,Indicação,0
2537,46,M,BSB,Orgânico,0
2538,46,F,SP,Google,0
2539,20,M,BH,Indicação,0
2540,35,F,RJ,Orgânico,1
2541,26,F,RJ,Google,0
2542,19,M,SP,Indicação,0
2543,32,F,SP,Orgânico,0
2544,31,M,SP,Google,0
2545,64,M,SP,Facebook,1
2546,40,M,SP,Indicação,0
2547,18,M,BSB,Indicação,0
2548,28,F,SP,Google,0
2549,47,M,BH,Google,1
2550,60,M,RJ,Google,0
2551,15,M,BH,Google,0
2552,12,F,POA,Google,0
2553,57,M,SP,Orgânico,0
2554,39,F,BSB,Indicação,0
2555,24,F,RJ,Orgânico,0
2556,41,M,BSB,Google,0
2557,3,F,RJ,Facebook,0
2558,35,M,RJ,Facebook,0
2559,38,F,SP,Orgânico,1
2560,46,F,SP,Orgânico,1
2561,22,M,RJ,Orgânico,0
2562,36,F,POA,Google,0
2563,23,M,BH,Orgânico,0
2564,38,F,SP,Indicação,0
2565,24,M,BSB,Orgânico,0
2566,30,M,BH,Indicação,0
2567,23,M,SP,Indicação,0
2568,42,M,SP,Google,0
2569,45,F,SP,Indicação,0
2570,32,M,BSB,Google,1
2571,35,M,BSB,Google,0
2572,17,M,SP,Google,0
2573,31,M,SP,Orgânico,0
2574,34,F,BH,Facebook,1
2575,66,M,POA,Orgânico,0
2576,21,F,BH,Orgânico,0
2577,52,M,RJ,Orgânico,1
2578,46,M,SP,Orgânico,1
2579,38,M,RJ,Orgânico,0
2580,56,M,SP,Google,1
2581,39,M,BSB,Google,1
2582,39,M,SP,Indicação,0
2583,34,F,BSB,Facebook,0
2584,49,F,SP,Google,0
2585,48,M,BSB,Indicação,0
2586,27,M,SP,Indicação,0
2587,19,M,RJ,Orgânico,0
2588,32,F,RJ,Indicação,1
2589,25,M,SP,Indicação,0
2590,34,F,POA,Facebook,0
2591,49,F,RJ,Facebook,1
2592,29,F,RJ,Orgânico,0
2593,34,F,BSB,Google,1
2594,35,F,BSB,Facebook,0
2595,45,M,RJ,Indicação,0
2596,8,F,POA,Facebook,1
2597,27,F,SP,Google,1
2598,37,M,SP,Google,0
2599,49,M,RJ,Google,0
2600,29,F,SP,Facebook,1
2601,12,M,RJ,Orgânico,0
2602,42,M,SP,Indicação,1
2603,27,M,RJ,Google,0
2604,20,F,BSB,Facebook,1
2605,27,F,RJ,Google,0
2606,32,M,POA,Orgânico,1
2607,27,M,BH,Facebook,1
2608,8,F,SP,Orgânico,1
2609,45,F,SP,Facebook,0
2610,50,M,SP,Orgânico,0
2611,42,F,BSB,Google,0
2612,21,F,SP,Google,1
2613,32,M,SP,Google,0
2614,34,M,POA,Indicação,1
2615,42,F,RJ,Facebook,0
2616,43,F,SP,Facebook,1
2617,26,F,SP,Orgânico,1
2618,35,M,BSB,Google,0
2619,40,M,BSB,Facebook,0
2620,52,M,SP,Orgânico,0
2621,43,M,RJ,Facebook,1
2622,44,F,BSB,Orgânico,1
2623,36,M,BH,Facebook,1
2624,51,M,BSB,Facebook,1
2625,39,F,RJ,Google,1
2626,24,M,POA,Orgânico,0
2627,51,F,SP,Orgânico,0
2628,43,M,SP,Orgânico,0
2629,29,F,BH,Facebook,1
2630,29,F,RJ,Orgânico,0
2631,38,F,BSB,Facebook,0
2632,40,M,SP,Facebook,0
2633,37,F,BSB,Orgânico,0
2634,38,M,SP,Google,1
2635,55,M,RJ,Google,0
2636,47,M,SP,Facebook,0
2637,37,M,RJ,Orgânico,0
2638,46,M,BH,Facebook,0
2639,22,M,SP,Facebook,0
2640,39,F,SP,Orgânico,0
2641,56,F,RJ,Facebook,0
2642,32,M,BSB,Google,0
2643,24,M,SP,Indicação,0
2644,27,M,SP,Orgânico,1
2645,21,M,SP,Google,0
2646,25,M,POA,Indicação,0
2647,30,F,SP,Google,0
2648,18,F,SP,Indicação,0
2649,35,M,BH,Google,1
2650,45,M,RJ,Facebook,1
2651,24,F,SP,Facebook,0
2652,53,M,POA,Orgânico,1
2653,41,M,RJ,Orgânico,1
2654,47,M,RJ,Orgânico,0
2655,27,F,SP,Indicação,0
2656,45,F,BSB,Google,0
2657,21,M,SP,Google,0
2658,45,F,SP,Orgânico,0
2659,37,F,SP,Indicação,0
2660,41,M,BH,Orgânico,1
2661,20,F,RJ,Google,0
2662,24,F,RJ,Google,1
2663,42,F,SP,Facebook,0
2664,23,F,RJ,Facebook,1
2665,40,F,BH,Google,1
2666,18,F,SP,Facebook,0
2667,45,M,BSB,Indicação,0
2668,20,M,SP,Facebook,0
2669,41,M,BH,Google,0
2670,42,F,SP,Orgânico,0
2671,26,M,RJ,Facebook,1
2672,41,F,POA,Indicação,0
2673,38,F,POA,Facebook,0
2674,28,M,SP,Orgânico,1
2675,22,F,RJ,Indicação,0
2676,11,M,SP,Orgânico,0
2677,39,F,BSB,Indicação,0
2678,16,M,RJ,Google,0
2679,36,M,SP,Facebook,0
2680,31,M,SP,Indicação,0
2681,43,M,POA,Indicação,0
2682,31,F,RJ,Indicação,0
2683,31,M,SP,Google,0
2684,43,F,SP,Indicação,0
2685,39,M,SP,Orgânico,0
2686,38,M,RJ,Indicação,0
2687,40,M,POA,Facebook,0
2688,16,F,BSB,Orgânico,0
2689,44,M,RJ,Facebook,0
2690,42,M,BSB,Google,1
2691,22,F,RJ,Orgânico,0
2692,32,M,SP,Google,0
2693,34,F,POA,Orgânico,0
2694,33,M,SP,Google,0
2695,39,M,SP,Google,0
2696,52,M,POA,Google,1
2697,47,F,SP,Facebook,0
2698,19,M,BH,Google,0
2699,42,M,POA,Google,1
2700,50,M,RJ,Orgânico,0
2701,39,F,SP,Orgânico,1
2702,48,F,SP,Orgânico,0
2703,59,F,SP,Orgânico,0
2704,47,F,RJ,Facebook,0
2705,37,F,BH,Orgânico,0
2706,47,F,RJ,Indicação,0
2707,36,M,RJ,Facebook,0
2708,35,M,RJ,Orgânico,0
2709,30,M,RJ,Google,0
2710,53,M,BSB,Orgânico,0
2711,25,M,SP,Facebook,0
2712,53,F,BSB,Google,1
2713,40,F,RJ,Google,0
2714,18,F,SP,Google,0
2715,39,M,SP,Orgânico,0
2716,9,F,SP,Orgânico,0
2717,42,M,RJ,Facebook,0
2718,45,F,SP,Google,0
2719,27,M,POA,Google,0
2720,36,F,RJ,Orgânico,1
2721,58,M,POA,Google,1
2722,28,F,SP,Orgânico,0
2723,22,M,SP,Indicação,0
2724,52,F,SP,Orgânico,1
2725,58,M,SP,Indicação,0
2726,35,M,BSB,Indicação,0
2727,47,M,SP,Indicação,0
2728,51,M,RJ,Orgânico,0
2729,26,F,SP,Orgânico,0
2730,29,F,RJ,Indicação,1
2731,49,F,BSB,Indicação,0
2732,55,M,RJ,Orgânico,0
2733,41,F,BH,Orgânico,0
2734,24,M,SP,Indicação,0
2735,58,F,POA,Google,1
2736,28,M,BH,Google,0
2737,30,F,RJ,Orgânico,0
2738,39,M,RJ,Google,1
2739,53,M,POA,Google,0
2740,45,F,RJ,Google,0
2741,39,F,BH,Indicação,0
2742,40,F,RJ,Indicação,1
2743,35,M,SP,Google,0
2744,41,M,BH,Google,0
2745,4,M,RJ,Orgânico,0
2746,31,F,RJ,Orgânico,1
2747,37,M,RJ,Google,1
2748,21,F,SP,Google,0
2749,39,M,BH,Indicação,0
2750,32,F,POA,Orgânico,0
2751,56,M,BSB,Orgânico,0
2752,53,M,SP,Orgânico,0
2753,29,F,RJ,Orgânico,1
2754,33,M,BSB,Google,0
2755,34,M,RJ,Google,0
2756,29,F,RJ,Indicação,0
2757,37,M,POA,Orgânico,0
2758,25,F,RJ,Indicação,0
2759,21,F,RJ,Orgânico,0
2760,42,M,SP,Orgânico,0
2761,42,M,SP,Orgânico,0
2762,25,M,SP,Google,1
2763,45,F,POA,Google,0
2764,27,M,RJ,Orgânico,0
2765,38,F,RJ,Google,1
2766,44,M,BSB,Google,0
2767,34,M,RJ,Orgânico,1
2768,40,F,RJ,Orgânico,0
2769,28,M,SP,Google,0
2770,32,M,BSB,Orgânico,1
2771,32,M,SP,Google,0
2772,26,M,SP,Google,0
2773,32,M,SP,Indicação,0
2774,16,F,SP,Orgânico,0
2775,29,M,SP,Google,0
2776,31,F,RJ,Facebook,1
2777,31,M,SP,Google,0
2778,32,M,RJ,Orgânico,0
2779,34,F,SP,Indicação,0
2780,40,M,SP,Facebook,0
2781,45,M,RJ,Google,0
2782,27,F,POA,Indicação,0
2783,20,F,BSB,Indicação,0
2784,22,M,POA,Orgânico,0
2785,29,F,RJ,Google,0
2786,30,F,RJ,Orgânico,1
2787,25,F,RJ,Facebook,1
2788,19,F,RJ,Google,0
2789,29,M,SP,Facebook,1
2790,37,M,RJ,Indicação,0
2791,42,F,SP,Orgânico,0
2792,28,M,RJ,Orgânico,0
2793,30,F,RJ,Indicação,0
2794,23,M,SP,Google,0
2795,34,M,SP,Google,0
2796,24,F,SP,Indicação,0
2797,41,F,POA,Orgânico,1
2798,13,M,SP,Orgânico,0
2799,30,M,SP,Google,0
2800,38,M,BSB,Google,1
2801,37,F,RJ,Facebook,1
2802,67,M,SP,Orgânico,1
2803,39,F,SP,Indicação,0
2804,22,F,SP,Facebook,0
2805,33,F,SP,Facebook,0
2806,13,M,SP,Google,0
2807,34,F,RJ,Facebook,1
2808,25,M,BSB,Orgânico,0
2809,45,F,RJ,Orgânico,1
2810,28,M,RJ,Indicação,0
2811,33,M,SP,Google,0
2812,27,F,SP,Indicação,0
2813,55,F,BSB,Orgânico,1
2814,31,M,SP,Google,0
2815,56,M,BSB,Orgânico,1
2816,44,F,RJ,Orgânico,0
2817,40,F,BSB,Facebook,1
2818,39,M,SP,Indicação,0
2819,39,M,SP,Orgânico,0
2820,11,F,BH,Indicação,0
2821,31,M,BH,Google,1
2822,45,F,SP,Google,0
2823,34,F,POA,Google,1
2824,18,F,SP,Orgânico,0
2825,34,F,SP,Facebook,0
2826,55,M,RJ,Indicação,0
2827,49,F,BH,Orgânico,0
2828,34,F,POA,Facebook,0
2829,46,M,RJ,Orgânico,0
2830,30,M,SP,Facebook,1
2831,14,F,RJ,Facebook,0
2832,23,F,SP,Facebook,0
2833,53,F,RJ,Orgânico,0
2834,31,F,RJ,Orgânico,0
2835,32,F,SP,Google,0
2836,31,F,RJ,Orgânico,0
2837,57,M,RJ,Orgânico,1
2838,54,M,BH,Google,1
2839,61,F,RJ,Google,0
2840,33,M,SP,Facebook,1
2841,38,M,SP,Indicação,0
2842,16,F,SP,Indicação,0
2843,52,M,SP,Google,1
2844,20,M,RJ,Facebook,1
2845,37,F,POA,Google,0
2846,21,F,RJ,Google,0
2847,27,F,RJ,Indicação,0
2848,24,M,RJ,Facebook,0
2849,27,F,SP,Indicação,0
2850,28,M,POA,Orgânico,0
2851,28,F,POA,Google,0
2852,45,F,RJ,Google,0
2853,21,F,SP,Google,0
2854,37,F,BH,Facebook,1
2855,49,M,SP,Orgânico,0
2856,28,M,BH,Indicação,0
2857,26,F,BSB,Facebook,0
2858,32,M,SP,Facebook,1
2859,49,F,POA,Facebook,1
2860,37,F,POA,Facebook,0
2861,28,M,POA,Indicação,0
2862,40,M,RJ,Google,0
2863,21,F,SP,Orgânico,0
2864,43,F,RJ,Indicação,0
2865,39,F,RJ,Google,0
2866,31,M,SP,Indicação,0
2867,24,F,RJ,Orgânico,0
2868,24,F,RJ,Google,0
2869,41,F,SP,Google,1
2870,49,F,SP,Facebook,0
2871,27,F,SP,Indicação,0
2872,40,F,BH,Google,1
2873,9,M,RJ,Orgânico,0
2874,27,F,SP,Indicação,0
2875,34,F,POA,Orgânico,0
2876,24,M,SP,Facebook,0
2877,23,M,RJ,Orgânico,0
2878,26,F,BH,Facebook,1
2879,38,M,BH,Google,0
2880,32,F,SP,Orgânico,0
2881,8,M,POA,Google,0
2882,9,M,POA,Orgânico,1
2883,27,F,RJ,Facebook,0
2884,40,M,RJ,Orgânico,0
2885,2,F,SP,Indicação,0
2886,29,M,RJ,Orgânico,1
2887,28,F,RJ,Google,0
2888,51,M,BH,Facebook,0
2889,30,F,RJ,Orgânico,0
2890,39,F,RJ,Orgânico,0
2891,36,F,SP,Google,0
2892,9,F,SP,Facebook,0
2893,44,M,SP,Facebook,0
2894,37,F,SP,Google,0
2895,41,M,RJ,Facebook,0
2896,82,M,BH,Orgânico,0
2897,9,F,RJ,Facebook,0
2898,55,F,RJ,Facebook,1
2899,31,M,RJ,Orgânico,0
2900,38,M,SP,Google,0
2901,34,M,SP,Indicação,0
2902,29,F,SP,Orgânico,1
2903,28,F,BH,Orgânico,1
2904,38,M,SP,Orgânico,0
2905,16,M,SP,Orgânico,0
2906,44,M,RJ,Google,1
2907,30,F,POA,Indicação,0
2908,21,M,RJ,Orgânico,0
2909,29,M,BH,Google,0
2910,50,M,RJ,Google,0
2911,28,M,RJ,Orgânico,0
2912,39,F,BH,Orgânico,0
2913,26,M,BSB,Facebook,1
2914,44,F,SP,Orgânico,0
2915,43,F,SP,Orgânico,0
2916,57,M,SP,Orgânico,0
2917,32,F,RJ,Orgânico,0
2918,43,M,BSB,Facebook,0
2919,36,M,SP,Orgânico,0
2920,50,M,SP,Indicação,0
2921,26,M,BSB,Orgânico,0
2922,43,M,RJ,Orgânico,0
2923,32,F,RJ,Google,0
2924,34,F,BSB,Google,0
2925,36,M,RJ,Google,0
2926,38,F,RJ,Orgânico,1
2927,33,M,SP,Orgânico,0
2928,37,F,SP,Facebook,0
2929,53,F,RJ,Indicação,0
2930,46,M,RJ,Orgânico,0
2931,45,F,POA,Facebook,0
2932,29,F,POA,Google,0
2933,24,F,BSB,Facebook,0
2934,46,M,SP,Orgânico,0
2935,45,F,POA,Orgânico,1
2936,52,F,RJ,Facebook,1
2937,27,F,SP,Google,0
2938,32,F,BH,Indicação,0
2939,15,F,SP,Orgânico,0
2940,30,F,SP,Indicação,0
2941,46,F,BSB,Facebook,1
2942,29,F,RJ,Google,1
2943,42,F,SP,Orgânico,0
2944,32,M,RJ,Google,0
2945,38,F,POA,Google,0
2946,21,F,RJ,Orgânico,0
2947,36,F,SP,Orgânico,0
2948,0,F,SP,Indicação,0
2949,32,F,SP,Indicação,0
2950,15,M,POA,Facebook,0
2951,49,M,RJ,Google,0
2952,44,M,RJ,Google,0
2953,40,M,RJ,Indicação,0
2954,53,F,BSB,Google,1
2955,23,F,RJ,Orgânico,0
2956,55,F,RJ,Google,1
2957,46,M,SP,Indicação,0
2958,32,M,SP,Indicação,0
2959,48,M,POA,Indicação,0
2960,21,M,POA,Facebook,1
2961,25,F,POA,Orgânico,0
2962,27,F,POA,Facebook,1
2963,28,M,BSB,Orgânico,1
2964,22,F,RJ,Indicação,0
2965,49,M,BSB,Google,1
2966,31,M,RJ,Indicação,0
2967,39,M,SP,Indicação,0
2968,28,M,SP,Orgânico,0
2969,13,F,POA,Orgânico,0
2970,38,F,SP,Google,0
2971,12,M,BSB,Google,1
2972,34,M,SP,Google,0
2973,18,F,SP,Orgânico,0
2974,58,F,SP,Google,0
2975,45,M,SP,Indicação,0
2976,36,M,SP,Indicação,0
2977,50,M,SP,Indicação,0
2978,24,M,BSB,Google,0
2979,41,M,SP,Google,1
2980,37,F,SP,Facebook,0
2981,38,F,SP,Google,0
2982,50,M,RJ,Google,0
2983,43,M,RJ,Google,1
2984,38,M,RJ,Indicação,0
2985,15,M,SP,Facebook,0
2986,23,F,SP,Google,0
2987,33,F,BH,Facebook,1
2988,36,M,BSB,Google,1
2989,21,F,SP,Facebook,0
2990,63,M,RJ,Google,1
2991,53,M,SP,Indicação,0
2992,42,F,SP,Google,1
2993,35,M,BH,Orgânico,1
2994,32,F,RJ,Google,0
2995,23,M,SP,Orgânico,0
2996,35,M,SP,Orgânico,0
2997,38,M,POA,Indicação,0
2998,20,M,BSB,Orgânico,1
2999,39,F,BSB,Google,0
3000,33,M,RJ,Google,1
3001,12,F,RJ,Google,0
3002,24,F,SP,Google,0
3003,30,M,SP,Facebook,0
3004,57,F,RJ,Indicação,0
3005,41,M,RJ,Google,0
3006,18,F,SP,Facebook,0
3007,40,F,BSB,Google,0
3008,16,M,SP,Indicação,0
3009,47,M,SP,Orgânico,0
3010,29,F,SP,Indicação,0
3011,33,M,RJ,Facebook,0
3012,50,M,SP,Facebook,0
3013,19,F,SP,Orgânico,0
3014,18,F,RJ,Google,1
3015,27,M,RJ,Orgânico,0
3016,47,F,RJ,Facebook,0
3017,16,M,SP,Facebook,0
3018,1,M,RJ,Orgânico,0
3019,29,F,RJ,Orgânico,1
3020,41,M,SP,Indicação,0
3021,49,F,BSB,Google,0
3022,29,M,RJ,Orgânico,0
3023,30,M,SP,Facebook,1
3024,48,M,POA,Facebook,0
3025,12,F,BSB,Google,0
3026,30,F,POA,Indicação,0
3027,37,M,RJ,Orgânico,1
3028,40,F,SP,Google,0
3029,28,F,SP,Orgânico,1
3030,35,M,RJ,Google,0
3031,5,F,POA,Google,0
3032,27,F,RJ,Indicação,0
3033,40,F,BSB,Orgânico,0
3034,23,M,SP,Orgânico,0
3035,35,M,RJ,Orgânico,0
3036,40,F,POA,Google,0
3037,30,M,BH,Orgânico,0
3038,37,F,POA,Orgânico,1
3039,23,M,BH,Google,0
3040,32,F,RJ,Indicação,0
3041,42,M,RJ,Indicação,0
3042,36,F,POA,Facebook,0
3043,27,M,RJ,Orgânico,0
3044,37,F,SP,Google,0
3045,43,M,RJ,Indicação,0
3046,10,M,RJ,Google,0
3047,48,M,SP,Indicação,0
3048,30,F,BH,Orgânico,0
3049,40,F,SP,Google,1
3050,49,F,RJ,Facebook,0
3051,18,M,BSB,Orgânico,1
3052,26,F,RJ,Orgânico,0
3053,31,M,BSB,Indicação,0
3054,25,M,SP,Google,1
3055,55,M,POA,Facebook,1
3056,24,F,SP,Orgânico,0
3057,28,M,SP,Orgânico,0
3058,37,F,BSB,Google,1
3059,20,F,BH,Indicação,1
